"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"6029","Peromyscus grandis","mammal","Rodentia","Cricetidae",7,"tmax",0.0843427291455277,0.0845435833115103,0.25
"6030","Peromyscus guatemalensis","mammal","Rodentia","Cricetidae",13,"tmax",-0.478017332873315,-0.520411223047354,0.1
"6031","Peromyscus keeni","mammal","Rodentia","Cricetidae",480,"tmax",-0.234540466736638,-0.238988868775499,0.00209643605870021
"6032","Peromyscus leucopus","mammal","Rodentia","Cricetidae",217,"tmax",0.3207807875818,0.332517212510879,0.00467289719626168
"6033","Peromyscus levipes","mammal","Rodentia","Cricetidae",5,"tmax",-0.550200276465739,-0.618668493652916,0.5
"6034","Peromyscus maniculatus","mammal","Rodentia","Cricetidae",1338,"tmax",-0.0208804688821292,-0.0208835042624625,0.000749063670411985
"6035","Peromyscus melanophrys","mammal","Rodentia","Cricetidae",11,"tmax",0.414034693543313,0.440470899037439,0.125
"6036","Peromyscus melanotis","mammal","Rodentia","Cricetidae",5,"tmax",0.118205304050519,0.118760507042453,0.5
"6037","Peromyscus merriami","mammal","Rodentia","Cricetidae",10,"tmax",-0.208542513558821,-0.211647106537156,0.142857142857143
"6038","Peromyscus mexicanus","mammal","Rodentia","Cricetidae",25,"tmax",0.0957578612155032,0.0960521681938769,0.0454545454545455
"6039","Peromyscus nasutus","mammal","Rodentia","Cricetidae",23,"tmax",0.435030716164526,0.466085084090845,0.05
"6040","Peromyscus pectoralis","mammal","Rodentia","Cricetidae",9,"tmax",0.364555377591475,0.382129488606822,0.166666666666667
"6041","Peromyscus peromyscus","mammal","Rodentia","Cricetidae",19,"tmax",0.487598204528517,0.532904540516264,0.0625
"6042","Peromyscus truei","mammal","Rodentia","Cricetidae",227,"tmax",0.299145451050494,0.308580803625922,0.00446428571428571
"6043","Peromyscus zarhynchus","mammal","Rodentia","Cricetidae",5,"tmax",0.244852936688965,0.249930081328586,0.5
"6044","Petaurus breviceps","mammal","Diprotodontia","Petauridae",5,"tmax",-0.2,-0.202732554054082,0.5
"6045","Petrochelidon fulva","bird","Passeriformes","Hirundinidae",8,"tmax",0.816339976237275,1.14574620082702,0.2
"6046","Petrochelidon pyrrhonota","bird","Passeriformes","Hirundinidae",43,"tmax",-0.288169942084023,-0.296569320176005,0.025
"6047","Petroica multicolor","bird","Passeriformes","Petroicidae",6,"tmax",-0.733462893142352,-0.936181443749367,0.333333333333333
"6048","Petromyscus collinus","mammal","Rodentia","Muridae",10,"tmax",0.628702973650922,0.73926845148213,0.142857142857143
"6049","Petronia dentata","bird","Passeriformes","Passeridae",5,"tmax",-0.99130574338511,-2.71694160327402,0.5
"6050","Peucaea cassinii","bird","Passeriformes","Passerellidae",9,"tmax",0.0841567562776446,0.0843562809674475,0.166666666666667
"6051","Peucedramus taeniatus","bird","Passeriformes","Peucedramidae",6,"tmax",-0.873762483411889,-1.34876926344957,0.333333333333333
"6052","Phacellodomus ruber","bird","Passeriformes","Furnariidae",6,"tmax",-0.589808448664828,-0.677372283222698,0.333333333333333
"6053","Phacellodomus rufifrons","bird","Passeriformes","Furnariidae",5,"tmax",-0.620613276166037,-0.726001928882458,0.5
"6054","Phaenicophilus palmarum","bird","Passeriformes","Phaenicophilidae",8,"tmax",-0.763904414957976,-1.00552415208786,0.2
"6055","Phaeomyias murina","bird","Passeriformes","Tyrannidae",9,"tmax",-0.65429236987928,-0.782767603556745,0.166666666666667
"6056","Phaethornis bourcieri","bird","Apodiformes","Trochilidae",14,"tmax",0.0266772933828209,0.0266836246339702,0.0909090909090909
"6057","Phaethornis eurynome","bird","Apodiformes","Trochilidae",5,"tmax",-0.447213595499958,-0.481211825059603,0.5
"6058","Phaethornis guy","bird","Apodiformes","Trochilidae",14,"tmax",0.0379853055780397,0.0380035908669018,0.0909090909090909
"6059","Phaethornis longirostris","bird","Apodiformes","Trochilidae",6,"tmax",-0.413375580923644,-0.439675683720543,0.333333333333333
"6060","Phaethornis malaris","bird","Apodiformes","Trochilidae",10,"tmax",0.277375284859293,0.284836335867079,0.142857142857143
"6061","Phaethornis ruber","bird","Apodiformes","Trochilidae",7,"tmax",0.749149086181655,0.97101295919373,0.25
"6062","Phaethornis superciliosus","bird","Apodiformes","Trochilidae",21,"tmax",-0.171992774532688,-0.173719462143237,0.0555555555555556
"6063","Phaetusa simplex","bird","Charadriiformes","Laridae",5,"tmax",-0.714568043802162,-0.896456394869309,0.5
"6064","Phainopepla nitens","bird","Passeriformes","Ptiliogonatidae",12,"tmax",0.777828885513164,1.03985015031378,0.111111111111111
"6065","Phalacrocorax auritus","bird","Suliformes","Phalacrocoracidae",23,"tmax",-0.591428265733381,-0.679859834687043,0.05
"6066","Phalacrocorax pelagicus","bird","Suliformes","Phalacrocoracidae",11,"tmax",-0.650520422530317,-0.776200399177411,0.125
"6067","Phalacrocorax penicillatus","bird","Suliformes","Phalacrocoracidae",6,"tmax",0.316533182629671,0.327789538462909,0.333333333333333
"6068","Phalaenoptilus nuttallii","bird","Caprimulgiformes","Caprimulgidae",55,"tmax",0.0581503286602897,0.0582160063145232,0.0192307692307692
"6069","Phalaropus fulicarius","bird","Charadriiformes","Scolopacidae",18,"tmax",-0.417246495435123,-0.444353444335968,0.0666666666666667
"6070","Phalaropus lobatus","bird","Charadriiformes","Scolopacidae",22,"tmax",0.158942063624358,0.160301153190698,0.0526315789473684
"6071","Phapitreron leucotis","bird","Columbiformes","Columbidae",8,"tmax",-0.00984888137135666,-0.00984919983858026,0.2
"6072","Phasianus colchicus","bird","Galliformes","Phasianidae",31,"tmax",-0.185067010019424,-0.187224355766104,0.0357142857142857
"6073","Phenacomys intermedius","mammal","Rodentia","Cricetidae",69,"tmax",0.186237358201935,0.188436482143503,0.0151515151515152
"6074","Phenacomys ungava","mammal","Rodentia","Cricetidae",5,"tmax",-0.951883611626645,-1.85146365314984,0.5
"6075","Pheucticus aureoventris","bird","Passeriformes","Cardinalidae",10,"tmax",0.0974641999588477,0.0977745838669496,0.142857142857143
"6076","Pheucticus chrysogaster","bird","Passeriformes","Cardinalidae",6,"tmax",-0.641640839398559,-0.760957903537464,0.333333333333333
"6077","Pheucticus ludovicianus","bird","Passeriformes","Cardinalidae",72,"tmax",0.055209925800805,0.0552661244030025,0.0144927536231884
"6078","Pheucticus melanocephalus","bird","Passeriformes","Cardinalidae",85,"tmax",-0.348494533200968,-0.363729150480349,0.0121951219512195
"6079","Pheugopedius coraya","bird","Passeriformes","Troglodytidae",9,"tmax",0.62776904439387,0.737725580922867,0.166666666666667
"6080","Pheugopedius maculipectus","bird","Passeriformes","Troglodytidae",10,"tmax",0.335099934881457,0.348562337138006,0.142857142857143
"6081","Philander opossum","mammal","Didelphimorphia","Didelphidae",14,"tmax",0.606262092627301,0.702989799432647,0.0909090909090909
"6082","Philohydor lictor","bird","Passeriformes","Tyrannidae",5,"tmax",0.0130853788258734,0.0130861257599385,0.5
"6083","Philydor erythrocercum","bird","Passeriformes","Furnariidae",8,"tmax",-0.00355925912462347,-0.00355927415468874,0.2
"6084","Philydor lichtensteini","bird","Passeriformes","Furnariidae",7,"tmax",0.548000573788533,0.615519257213131,0.25
"6085","Phlegopsis nigromaculata","bird","Passeriformes","Thamnophilidae",6,"tmax",0.219759307330878,0.22340318838133,0.333333333333333
"6086","Phoca largha","mammal","Carnivora","Phocidae",10,"tmax",0.752586136379487,0.978892636308026,0.142857142857143
"6087","Phoca vitulina","mammal","Carnivora","Phocidae",163,"tmax",-0.151830930251255,-0.153014038963729,0.00625
"6088","Phocoena phocoena","mammal","Cetacea","Phocoenidae",17,"tmax",0.200908422142899,0.203679006522646,0.0714285714285714
"6089","Phocoenoides dalli","mammal","Cetacea","Phocoenidae",5,"tmax",0.2,0.202732554054082,0.5
"6090","Phodopus campbelli","mammal","Rodentia","Cricetidae",17,"tmax",-0.567129926202698,-0.643281765217654,0.0714285714285714
"6091","Phodopus roborovskii","mammal","Rodentia","Cricetidae",11,"tmax",0.399025207003296,0.422489000244504,0.125
"6092","Phoeniculus purpureus","bird","Bucerotiformes","Phoeniculidae",9,"tmax",-0.563294005443834,-0.637645114341304,0.166666666666667
"6093","Phoenicurus auroreus","bird","Passeriformes","Muscicapidae",9,"tmax",-0.32477146237607,-0.336972017245622,0.166666666666667
"6094","Phoenicurus ochruros","bird","Passeriformes","Muscicapidae",5,"tmax",0.9999999,8.40562139102231,0.5
"6095","Phoenicurus phoenicurus","bird","Passeriformes","Muscicapidae",8,"tmax",-0.399060146016562,-0.422530556464934,0.2
"6096","Phrygilus plebejus","bird","Passeriformes","Thraupidae",9,"tmax",-0.761298295557345,-0.999295905088866,0.166666666666667
"6097","Phrygilus punensis","bird","Passeriformes","Thraupidae",9,"tmax",0.146097137325936,0.147150106184621,0.166666666666667
"6098","Phrygilus unicolor","bird","Passeriformes","Thraupidae",7,"tmax",-0.546965010512774,-0.614040435346056,0.25
"6099","Phyllastrephus fischeri","bird","Passeriformes","Pycnonotidae",14,"tmax",-0.359254262877678,-0.376029389973706,0.0909090909090909
"6100","Phyllastrephus icterinus","bird","Passeriformes","Pycnonotidae",7,"tmax",0.00165649146285187,0.00165649297797197,0.25
"6101","Phyllastrephus strepitans","bird","Passeriformes","Pycnonotidae",7,"tmax",0.146103874596838,0.147156990401597,0.25
"6102","Phyllastrephus terrestris","bird","Passeriformes","Pycnonotidae",11,"tmax",-0.040783101941761,-0.0408057355198573,0.125
"6103","Phyllergates cucullatus","bird","Passeriformes","Scotocercidae",5,"tmax",-0.862907487446925,-1.30461886974347,0.5
"6104","Phyllomyias nigrocapillus","bird","Passeriformes","Tyrannidae",6,"tmax",-0.538409945313635,-0.601913744655587,0.333333333333333
"6105","Phyllomyias uropygialis","bird","Passeriformes","Tyrannidae",6,"tmax",-0.281332742473586,-0.289128777385817,0.333333333333333
"6106","Phylloscartes ventralis","bird","Passeriformes","Tyrannidae",13,"tmax",0.211013166926797,0.214231491839713,0.1
"6107","Phylloscopus borealis","bird","Passeriformes","Phylloscopidae",25,"tmax",-0.0160724422488613,-0.0160738264260487,0.0454545454545455
"6108","Phylloscopus collybita","bird","Passeriformes","Phylloscopidae",11,"tmax",0.370747052985508,0.38928892348633,0.125
"6109","Phylloscopus fuscatus","bird","Passeriformes","Phylloscopidae",7,"tmax",-0.857776075188751,-1.28486632100089,0.25
"6110","Phylloscopus humei","bird","Passeriformes","Phylloscopidae",7,"tmax",0.0398010036978634,0.0398220402167113,0.25
"6111","Phylloscopus inornatus","bird","Passeriformes","Phylloscopidae",9,"tmax",-0.40244737938176,-0.426565884813687,0.166666666666667
"6112","Phylloscopus maculipennis","bird","Passeriformes","Phylloscopidae",7,"tmax",-0.30134722811616,-0.311000733573505,0.25
"6113","Phylloscopus proregulus","bird","Passeriformes","Phylloscopidae",6,"tmax",-0.234773083313835,-0.239235040505479,0.333333333333333
"6114","Phylloscopus pulcher","bird","Passeriformes","Phylloscopidae",10,"tmax",0.343680851814053,0.358260427208769,0.142857142857143
"6115","Phylloscopus reguloides","bird","Passeriformes","Phylloscopidae",8,"tmax",-0.152615301662122,-0.153817016926279,0.2
"6116","Phylloscopus tenellipes","bird","Passeriformes","Phylloscopidae",6,"tmax",-0.00606379952319042,-0.00606387384612186,0.333333333333333
"6117","Phylloscopus trivirgatus","bird","Passeriformes","Phylloscopidae",10,"tmax",0.0660714418460424,0.066167837996657,0.142857142857143
"6118","Phylloscopus trochiloides","bird","Passeriformes","Phylloscopidae",11,"tmax",-0.408889525876726,-0.434277087693856,0.125
"6119","Phylloscopus trochilus","bird","Passeriformes","Phylloscopidae",15,"tmax",-0.394727367254351,-0.417387625165791,0.0833333333333333
"6120","Phyllostomus discolor","mammal","Chiroptera","Phyllostomidae",15,"tmax",-0.534368403594687,-0.596239678040382,0.0833333333333333
"6121","Phyllostomus elongatus","mammal","Chiroptera","Phyllostomidae",8,"tmax",0.922077574269986,1.60272408002835,0.2
"6122","Phyllostomus hastatus","mammal","Chiroptera","Phyllostomidae",15,"tmax",-0.346206296665165,-0.361126950778939,0.0833333333333333
"6123","Phyllotis darwini","mammal","Rodentia","Cricetidae",9,"tmax",-0.510724968023015,-0.563710078459532,0.166666666666667
"6124","Phyllotis xanthopygus","mammal","Rodentia","Cricetidae",9,"tmax",-0.561051361351707,-0.634366206420372,0.166666666666667
"6125","Phytotoma rutila","bird","Passeriformes","Cotingidae",5,"tmax",-0.0647277871480368,-0.0648184114469224,0.5
"6126","Piaya cayana","bird","Cuculiformes","Cuculidae",14,"tmax",-0.490884991238391,-0.537225617513346,0.0909090909090909
"6127","Pica hudsonia","bird","Passeriformes","Corvidae",19,"tmax",-0.179305041079853,-0.181264551761096,0.0625
"6128","Pica pica","bird","Passeriformes","Corvidae",13,"tmax",-0.115809363388366,-0.116331307674701,0.1
"6129","Picoides albolarvatus","bird","Piciformes","Picidae",15,"tmax",0.174046929118641,0.17583700814569,0.0833333333333333
"6130","Picoides arcticus","bird","Piciformes","Picidae",8,"tmax",2.42254376170585e-17,0,0.2
"6131","Picoides fumigatus","bird","Piciformes","Picidae",8,"tmax",-0.11046507615536,-0.110917712707728,0.2
"6132","Picoides nuttallii","bird","Piciformes","Picidae",15,"tmax",-0.149451108101814,-0.150578956931684,0.0833333333333333
"6133","Picoides pubescens","bird","Piciformes","Picidae",109,"tmax",-0.107514905529835,-0.10793207395292,0.00943396226415094
"6134","Picoides scalaris","bird","Piciformes","Picidae",17,"tmax",0.191984585119838,0.194396889717067,0.0714285714285714
"6135","Picoides tridactylus","bird","Piciformes","Picidae",5,"tmax",-0.114340283870551,-0.114842512934665,0.5
"6136","Picoides villosus","bird","Piciformes","Picidae",73,"tmax",-0.396756122236593,-0.419793107916333,0.0142857142857143
"6137","Picumnus cirratus","bird","Piciformes","Picidae",16,"tmax",-0.119106987878745,-0.119675067286832,0.0769230769230769
"6138","Picumnus exilis","bird","Piciformes","Picidae",5,"tmax",0.0601769690648683,0.0602497662709126,0.5
"6139","Picus canus","bird","Piciformes","Picidae",6,"tmax",0.910657859617934,1.53136480875404,0.333333333333333
"6140","Pinicola enucleator","bird","Passeriformes","Fringillidae",33,"tmax",-0.333735036823652,-0.347025574823769,0.0333333333333333
"6141","Pionus tumultuosus","bird","Psittaciformes","Psittacidae",6,"tmax",-0.276382043118085,-0.28376062833849,0.333333333333333
"6142","Pipilo chlorurus","bird","Passeriformes","Passerellidae",38,"tmax",0.0169274932252391,0.0169291103047177,0.0285714285714286
"6143","Pipilo erythrophthalmus","bird","Passeriformes","Passerellidae",25,"tmax",-0.146300140119823,-0.147357542736855,0.0454545454545455
"6144","Pipilo maculatus","bird","Passeriformes","Passerellidae",55,"tmax",-0.0728777587958961,-0.0730071935168311,0.0192307692307692
"6145","Pipistrellus javanicus","mammal","Chiroptera","Vespertilionidae",6,"tmax",0.46419456102019,0.502644737182925,0.333333333333333
"6146","Pipra erythrocephala","bird","Passeriformes","Pipridae",21,"tmax",-0.308514189438233,-0.318902467430601,0.0555555555555556
"6147","Pipra fasciicauda","bird","Passeriformes","Pipridae",14,"tmax",-0.348731169289694,-0.363998523752648,0.0909090909090909
"6148","Pipraeidea bonariensis","bird","Passeriformes","Thraupidae",24,"tmax",-0.208653572322017,-0.211763217660466,0.0476190476190476
"6149","Pipraeidea melanonota","bird","Passeriformes","Thraupidae",5,"tmax",0.371147675429226,0.389753468196871,0.5
"6150","Pipreola arcuata","bird","Passeriformes","Cotingidae",7,"tmax",-0.385860408177482,-0.40692710426222,0.25
"6151","Pipreola riefferii","bird","Passeriformes","Cotingidae",7,"tmax",-0.380406490541327,-0.400534830013118,0.25
"6152","Piprites chloris","bird","Passeriformes","Tyrannidae",6,"tmax",-0.146233333178637,-0.147289275284618,0.333333333333333
"6153","Piranga flava","bird","Passeriformes","Cardinalidae",21,"tmax",0.512703860342007,0.566390968300942,0.0555555555555556
"6154","Piranga ludoviciana","bird","Passeriformes","Cardinalidae",86,"tmax",0.0657029565695347,0.0657977461014429,0.0120481927710843
"6155","Piranga olivacea","bird","Passeriformes","Cardinalidae",38,"tmax",0.0885161834675925,0.088748454522644,0.0285714285714286
"6156","Piranga rubra","bird","Passeriformes","Cardinalidae",24,"tmax",0.167967398615351,0.169574313222079,0.0476190476190476
"6157","Pitangus sulphuratus","bird","Passeriformes","Tyrannidae",20,"tmax",-0.0486120173184384,-0.0486503638472436,0.0588235294117647
"6158","Pithys albifrons","bird","Passeriformes","Thamnophilidae",15,"tmax",-0.268857279885108,-0.275631657270837,0.0833333333333333
"6159","Pitohui dichrous","bird","Passeriformes","Corvidae",5,"tmax",0.592356322911224,0.681288354966397,0.5
"6160","Pitohui ferrugineus","bird","Passeriformes","Corvidae",9,"tmax",0.278598384603673,0.286161868601377,0.166666666666667
"6161","Pitohui kirhocephalus","bird","Passeriformes","Corvidae",9,"tmax",-0.0394193604329255,-0.0394397972206401,0.166666666666667
"6162","Pitohui nigrescens","bird","Passeriformes","Corvidae",6,"tmax",0.408739852626802,0.434097379994316,0.333333333333333
"6163","Pitta erythrogaster","bird","Passeriformes","Pittidae",9,"tmax",0.351371929699631,0.367008064199414,0.166666666666667
"6164","Pitta sordida","bird","Passeriformes","Pittidae",8,"tmax",-0.164895769319254,-0.166415174689306,0.2
"6165","Pituophis melanoleucus","reptile","Squamata","Colubridae",29,"tmax",0.144421141215669,0.145437983477445,0.0384615384615385
"6166","Platyrinchus cancrominus","bird","Passeriformes","Tyrannidae",5,"tmax",0.0692863920334205,0.0693975846643587,0.5
"6167","Platyrinchus coronatus","bird","Passeriformes","Tyrannidae",9,"tmax",-0.472034596442727,-0.512685022018529,0.166666666666667
"6168","Platyrinchus mystaceus","bird","Passeriformes","Tyrannidae",13,"tmax",-0.267138573529712,-0.27377995576752,0.1
"6169","Platyrinchus saturatus","bird","Passeriformes","Tyrannidae",6,"tmax",0.153792632830846,0.155022646119712,0.333333333333333
"6170","Platyrrhinus helleri","mammal","Chiroptera","Phyllostomidae",18,"tmax",-0.10043940629706,-0.10077921220542,0.0666666666666667
"6171","Platyrrhinus lineatus","mammal","Chiroptera","Phyllostomidae",15,"tmax",-0.381222251991304,-0.401488958932123,0.0833333333333333
"6172","Platysteira cyanea","bird","Passeriformes","Platysteiridae",5,"tmax",-0.684098228138715,-0.836777103313259,0.5
"6173","Plectrophenax nivalis","bird","Passeriformes","Calcariidae",7,"tmax",0.49150955224382,0.538048789108417,0.25
"6174","Plegadis chihi","bird","Pelecaniformes","Threskiornithidae",9,"tmax",-0.310596837753925,-0.321205836376534,0.166666666666667
"6175","Plethodon cinereus","amphibian","Caudata","Plethodontidae",9,"tmax",0.26572724644687,0.27226078795642,0.166666666666667
"6176","Ploceus baglafecht","bird","Passeriformes","Ploceidae",12,"tmax",-0.653135384897102,-0.780747225697918,0.111111111111111
"6177","Ploceus bicolor","bird","Passeriformes","Ploceidae",5,"tmax",-0.799022646673923,-1.0959032953293,0.5
"6178","Ploceus cucullatus","bird","Passeriformes","Ploceidae",26,"tmax",0.513474434538908,0.567436893345847,0.0434782608695652
"6179","Ploceus nigerrimus","bird","Passeriformes","Ploceidae",5,"tmax",0.193940559000667,0.196428510853156,0.5
"6180","Ploceus nigricollis","bird","Passeriformes","Ploceidae",8,"tmax",0.0463921665473086,0.0464254918445939,0.2
"6181","Ploceus ocularis","bird","Passeriformes","Ploceidae",12,"tmax",0.333983249497238,0.347304924334402,0.111111111111111
"6182","Ploceus rubiginosus","bird","Passeriformes","Ploceidae",6,"tmax",-0.122920457999581,-0.123545218108135,0.333333333333333
"6183","Ploceus subaureus","bird","Passeriformes","Ploceidae",7,"tmax",0.25479705782742,0.260536272347411,0.25
"6184","Ploceus velatus","bird","Passeriformes","Ploceidae",23,"tmax",-0.274526357775928,-0.28175258165556,0.05
"6185","Ploceus xanthops","bird","Passeriformes","Ploceidae",6,"tmax",0.00688128365852321,0.00688139227593915,0.333333333333333
"6186","Pluvialis dominica","bird","Charadriiformes","Charadriidae",14,"tmax",-0.480650833457469,-0.523830298783936,0.0909090909090909
"6187","Pluvialis squatarola","bird","Charadriiformes","Charadriidae",10,"tmax",0.210197327360368,0.213377786483034,0.142857142857143
"6188","Podiceps auritus","bird","Podicipediformes","Podicipedidae",14,"tmax",-0.0129912209917523,-0.012991951916452,0.0909090909090909
"6189","Podiceps grisegena","bird","Podicipediformes","Podicipedidae",6,"tmax",-0.297613939618167,-0.30689961474652,0.333333333333333
"6190","Podiceps nigricollis","bird","Podicipediformes","Podicipedidae",23,"tmax",-0.664889586076582,-0.80152700711235,0.05
"6191","Podilymbus podiceps","bird","Podicipediformes","Podicipedidae",17,"tmax",0.107707833764321,0.108127262511933,0.0714285714285714
"6192","Poecile atricapillus","bird","Passeriformes","Paridae",108,"tmax",0.0206556523489243,0.0206585907203221,0.00952380952380952
"6193","Poecile lugubris","bird","Passeriformes","Paridae",5,"tmax",-0.864022039098753,-1.3089994991595,0.5
"6194","Poecile montanus","bird","Passeriformes","Paridae",8,"tmax",-0.329548384331006,-0.342321532174091,0.2
"6195","Poecile palustris","bird","Passeriformes","Paridae",7,"tmax",-0.550335846969127,-0.618862942190271,0.25
"6196","Poecile rufescens","bird","Passeriformes","Paridae",12,"tmax",0.103454023978138,0.103825492687824,0.111111111111111
"6197","Poecilodryas albispecularis","bird","Passeriformes","Petroicidae",22,"tmax",-0.16254056758867,-0.163995105044462,0.0526315789473684
"6198","Pogoniulus bilineatus","bird","Piciformes","Lybiidae",8,"tmax",-0.334521590796382,-0.347910976657651,0.2
"6199","Pogoniulus chrysoconus","bird","Piciformes","Lybiidae",5,"tmax",-0.436001656946912,-0.467283294912824,0.5
"6200","Pogoniulus scolopaceus","bird","Piciformes","Lybiidae",9,"tmax",-0.145126255072225,-0.146158192533127,0.166666666666667
"6201","Polioptila caerulea","bird","Passeriformes","Polioptilidae",19,"tmax",0.0086934160951111,0.00869363510808369,0.0625
"6202","Polioptila californica","bird","Passeriformes","Polioptilidae",15,"tmax",-0.307397609570674,-0.31766889972271,0.0833333333333333
"6203","Polioptila dumicola","bird","Passeriformes","Polioptilidae",8,"tmax",-0.958346907612874,-1.92524018451036,0.2
"6204","Polioptila melanura","bird","Passeriformes","Polioptilidae",32,"tmax",-0.242811612321835,-0.247759718903065,0.0344827586206897
"6205","Polioptila plumbea","bird","Passeriformes","Polioptilidae",8,"tmax",-0.0291012026382338,-0.0291094218905186,0.2
"6206","Polioxolmis rufipennis","bird","Passeriformes","Tyrannidae",6,"tmax",0.794397602545769,1.08324022642339,0.333333333333333
"6207","Polyonymus caroli","bird","Apodiformes","Trochilidae",5,"tmax",-0.613343242004414,-0.714263241765756,0.5
"6208","Polypedates megacephalus","amphibian","Anura","Rhacophoridae",6,"tmax",0.104849240334535,0.105236009957281,0.333333333333333
"6209","Polytmus guainumbi","bird","Apodiformes","Trochilidae",5,"tmax",-0.0339403312111435,-0.0339533727033834,0.5
"6210","Pomatorhinus ruficollis","bird","Passeriformes","Pomatostomidae",8,"tmax",-0.397038747080109,-0.420128578655287,0.2
"6211","Pooecetes gramineus","bird","Passeriformes","Passerellidae",54,"tmax",-0.16158396641027,-0.16301270176817,0.0196078431372549
"6212","Poospiza hispaniolensis","bird","Passeriformes","Thraupidae",6,"tmax",0.00396935713196533,0.00396937797895613,0.333333333333333
"6213","Porzana carolina","bird","Gruiformes","Rallidae",45,"tmax",-0.341938060974865,-0.356285551524083,0.0238095238095238
"6214","Premnoplex brunnescens","bird","Passeriformes","Furnariidae",10,"tmax",-0.349107733198624,-0.364427287407806,0.142857142857143
"6215","Prinia flavicans","bird","Passeriformes","Cisticolidae",6,"tmax",-0.49519453276469,-0.542919228972028,0.333333333333333
"6216","Prinia gracilis","bird","Passeriformes","Cisticolidae",5,"tmax",0.064999568463902,0.0650913410603576,0.5
"6217","Prinia subflava","bird","Passeriformes","Cisticolidae",14,"tmax",0.00242088039767353,0.00242088512701064,0.0909090909090909
"6218","Prionochilus olivaceus","bird","Passeriformes","Dicaeidae",6,"tmax",-0.0493453156535373,-0.0493854255623283,0.333333333333333
"6219","Prionops retzii","bird","Passeriformes","Vangidae",5,"tmax",0.0765848301128055,0.0767350886220462,0.5
"6220","Procavia capensis","mammal","Hyracoidea","Procaviidae",5,"tmax",-0.214202525776498,-0.217571845023517,0.5
"6221","Procyon lotor","mammal","Carnivora","Procyonidae",79,"tmax",-0.00367808037847567,-0.00367809696463828,0.0131578947368421
"6222","Proechimys semispinosus","mammal","Rodentia","Echimyidae",18,"tmax",-0.28651625205027,-0.294766802837077,0.0666666666666667
"6223","Proechimys simonsi","mammal","Rodentia","Echimyidae",6,"tmax",0.201380182164792,0.204170658309741,0.333333333333333
"6224","Progne chalybea","bird","Passeriformes","Hirundinidae",5,"tmax",-0.372753339268656,-0.391616938563931,0.5
"6225","Progne subis","bird","Passeriformes","Hirundinidae",16,"tmax",-0.179516702663423,-0.181483252956746,0.0769230769230769
"6226","Protobothrops jerdonii","reptile","Squamata","Viperidae",7,"tmax",-0.5,-0.549306144334055,0.25
"6227","Protobothrops mucrosquamatus","reptile","Squamata","Viperidae",5,"tmax",0.564288093646835,0.639102423769257,0.5
"6228","Protonotaria citrea","bird","Passeriformes","Parulidae",8,"tmax",0.0293335486258645,0.0293419663919845,0.2
"6229","Prunella fulvescens","bird","Passeriformes","Prunellidae",5,"tmax",-0.285548360189067,-0.293712667314465,0.5
"6230","Prunella modularis","bird","Passeriformes","Prunellidae",10,"tmax",0.188463725575299,0.190743839367605,0.142857142857143
"6231","Psaltriparus minimus","bird","Passeriformes","Aegithalidae",25,"tmax",0.103344921169725,0.103715210805968,0.0454545454545455
"6232","Psammodynastes pulverulentus","reptile","Squamata","Lamprophiidae",21,"tmax",-0.466804518866195,-0.505976701840856,0.0555555555555556
"6233","Psammophis condanarus","reptile","Squamata","Psammophiidae",6,"tmax",-0.098594596292061,-0.0989159485705967,0.333333333333333
"6234","Psarocolius angustifrons","bird","Passeriformes","Icteridae",6,"tmax",-0.0762545447063143,-0.0764028630254034,0.333333333333333
"6235","Psarocolius decumanus","bird","Passeriformes","Icteridae",8,"tmax",-0.136088863756919,-0.136938454707921,0.2
"6236","Pseudocolaptes boissonneautii","bird","Passeriformes","Furnariidae",17,"tmax",-0.275235707014409,-0.282519909941235,0.0714285714285714
"6237","Pseudotriccus ruficeps","bird","Passeriformes","Tyrannidae",6,"tmax",0.834256429997067,1.20197631406932,0.333333333333333
"6238","Pseudoxenodon macrops","reptile","Squamata","Pseudoxenodontidae",5,"tmax",0.20357179657966,0.206455963364467,0.5
"6239","Psophodes olivaceus","bird","Passeriformes","Psophodidae",6,"tmax",0.837415021127486,1.21245708551181,0.333333333333333
"6240","Ptenochirus jagori","mammal","Chiroptera","Pteropodidae",15,"tmax",-0.316300242958074,-0.327530682222951,0.0833333333333333
"6241","Pteronotus davyi","mammal","Chiroptera","Mormoopidae",18,"tmax",0.152154223714562,0.153344977691788,0.0666666666666667
"6242","Pteronotus parnellii","mammal","Chiroptera","Mormoopidae",35,"tmax",-0.0181008502959421,-0.0181028275435647,0.03125
"6243","Pterophanes cyanopterus","bird","Apodiformes","Trochilidae",10,"tmax",0.0990689213355998,0.0993949523970741,0.142857142857143
"6244","Pteropus alecto","mammal","Chiroptera","Pteropodidae",5,"tmax",-0.373151228034719,-0.392079112717107,0.5
"6245","Ptilinopus rivoli","bird","Columbiformes","Columbidae",6,"tmax",-0.577081777250701,-0.658076304155449,0.333333333333333
"6246","Ptilonorhynchus violaceus","bird","Passeriformes","Ptilonorhynchidae",5,"tmax",0.3,0.309519604203112,0.5
"6247","Ptiloprora guisei","bird","Passeriformes","Meliphagidae",9,"tmax",-0.115349904938897,-0.115865628368884,0.166666666666667
