"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","SPID"
"Barnardius zonarius","bird","Psittaciformes","Psittacidae",12,"npp.sd",0.564598328181639,0.639557711099935,0.111111111111111,"SP157"
"Bartramia longicauda","bird","Charadriiformes","Scolopacidae",16,"npp.sd",-0.145317959193162,-0.146354026691443,0.0769230769230769,"SP158"
"Basileuterus belli","bird","Passeriformes","Parulidae",9,"npp.sd",-0.845078963501244,-1.23868090451918,0.166666666666667,"SP159"
"Basileuterus culicivorus","bird","Passeriformes","Parulidae",17,"npp.sd",0.0236096036155571,0.0236139918529613,0.0714285714285714,"SP160"
"Basileuterus lachrymosus","bird","Passeriformes","Parulidae",8,"npp.sd",-0.0690964927340763,-0.0692067718565659,0.2,"SP161"
"Basileuterus rivularis","bird","Passeriformes","Parulidae",10,"npp.sd",0.404530236619857,0.42905378118691,0.142857142857143,"SP162"
"Basileuterus rufifrons","bird","Passeriformes","Parulidae",12,"npp.sd",0.0150074985540401,0.0150086253943378,0.111111111111111,"SP163"
"Basileuterus tristriatus","bird","Passeriformes","Parulidae",10,"npp.sd",-0.0927081245249718,-0.0929751051533076,0.142857142857143,"SP164"
"Batis capensis","bird","Passeriformes","Platysteiridae",5,"npp.sd",0.0778249523415095,0.0779826472062156,0.5,"SP165"
"Batis molitor","bird","Passeriformes","Platysteiridae",9,"npp.sd",0.429888753823801,0.459760207591581,0.166666666666667,"SP166"
"Bleda canicapillus","bird","Passeriformes","Pycnonotidae",6,"npp.sd",0.70121039547821,0.869677806069093,0.333333333333333,"SP167"
"Bleda syndactylus","bird","Passeriformes","Pycnonotidae",8,"npp.sd",0.346436500939229,0.361388528269598,0.2,"SP168"
"Boissonneaua matthewsii","bird","Apodiformes","Trochilidae",6,"npp.sd",-0.771909880874886,-1.02503623119847,0.333333333333333,"SP169"
"Bombycilla cedrorum","bird","Passeriformes","Bombycillidae",161,"npp.sd",-0.0425387207799639,-0.0425644072189777,0.00632911392405063,"SP170"
"Bombycilla garrulus","bird","Passeriformes","Bombycillidae",22,"npp.sd",0.42908932788071,0.458779965221841,0.0526315789473684,"SP171"
"Bonasa umbellus","bird","Galliformes","Phasianidae",77,"npp.sd",-0.0712672758354314,-0.0713883009462799,0.0135135135135135,"SP172"
"Botaurus lentiginosus","bird","Pelecaniformes","Ardeidae",5,"npp.sd",-0.6,-0.693147180559945,0.5,"SP173"
"Brachypteryx montana","bird","Passeriformes","Muscicapidae",6,"npp.sd",-0.334841604520031,-0.348271357255183,0.333333333333333,"SP174"
"Bradornis pallidus","bird","Passeriformes","Muscicapidae",6,"npp.sd",-0.692196349746878,-0.852160249438326,0.333333333333333,"SP175"
"Branta bernicla","bird","Anseriformes","Anatidae",6,"npp.sd",-0.885714285714286,-1.40168019045327,0.333333333333333,"SP176"
"Branta canadensis","bird","Anseriformes","Anatidae",44,"npp.sd",0.183597543461557,0.185703202561844,0.024390243902439,"SP177"
"Branta hutchinsii","bird","Anseriformes","Anatidae",8,"npp.sd",0.418198048127605,0.445506131812661,0.2,"SP178"
"Brotogeris cyanoptera","bird","Psittaciformes","Psittacidae",5,"npp.sd",0.0903250738659844,0.0905719260012652,0.5,"SP179"
"Bubo scandiacus","bird","Strigiformes","Strigidae",30,"npp.sd",-0.0318435000493956,-0.0318542697957149,0.037037037037037,"SP180"
"Bubo virginianus","bird","Strigiformes","Strigidae",213,"npp.sd",0.0869926703876635,0.0872131177545793,0.00476190476190476,"SP181"
"Bucephala albeola","bird","Anseriformes","Anatidae",20,"npp.sd",0.0421742683067797,0.0421992997123384,0.0588235294117647,"SP182"
"Bucephala clangula","bird","Anseriformes","Anatidae",10,"npp.sd",-0.823356250121609,-1.16714959174844,0.142857142857143,"SP183"
"Burhinus capensis","bird","Charadriiformes","Burhinidae",5,"npp.sd",-0.564288093646835,-0.639102423769257,0.5,"SP184"
"Buteo jamaicensis","bird","Accipitriformes","Accipitridae",139,"npp.sd",0.00314484893596956,0.00314485930362816,0.00735294117647059,"SP185"
"Buteo lagopus","bird","Accipitriformes","Accipitridae",23,"npp.sd",-0.148221343873518,-0.149321333374082,0.05,"SP186"
"Buteo lineatus","bird","Accipitriformes","Accipitridae",37,"npp.sd",0.149640655158339,0.15077283998374,0.0294117647058824,"SP187"
"Buteo magnirostris","bird","Accipitriformes","Accipitridae",8,"npp.sd",-0.32335909071658,-0.335393915648218,0.2,"SP188"
"Buteo platypterus","bird","Accipitriformes","Accipitridae",21,"npp.sd",-0.101981168093784,-0.102336930849041,0.0555555555555556,"SP189"
"Buteo regalis","bird","Accipitriformes","Accipitridae",18,"npp.sd",0.0724386009753497,0.0725657049778413,0.0666666666666667,"SP190"
"Buteo swainsoni","bird","Accipitriformes","Accipitridae",21,"npp.sd",-0.101092797919079,-0.101439306320352,0.0555555555555556,"SP191"
"Buthraupis montana","bird","Passeriformes","Thraupidae",9,"npp.sd",0.175673048433966,0.177514416336406,0.166666666666667,"SP192"
"Butorides striata","bird","Pelecaniformes","Ardeidae",25,"npp.sd",0.0419350084391178,0.0419596159405779,0.0454545454545455,"SP193"
"Cacicus cela","bird","Passeriformes","Icteridae",7,"npp.sd",-0.74319292435352,-0.957574300023389,0.25,"SP194"
"Cacicus chrysonotus","bird","Passeriformes","Icteridae",7,"npp.sd",0.314645038602963,0.325692539842239,0.25,"SP195"
"Cacicus chrysopterus","bird","Passeriformes","Icteridae",6,"npp.sd",-0.586279571123324,-0.671978103934393,0.333333333333333,"SP196"
"Cacicus haemorrhous","bird","Passeriformes","Icteridae",5,"npp.sd",0.64440822909275,0.765676248691587,0.5,"SP197"
"Cacicus solitarius","bird","Passeriformes","Icteridae",6,"npp.sd",0.0209773861567887,0.0209804640075062,0.333333333333333,"SP198"
"Cacomantis castaneiventris","bird","Cuculiformes","Cuculidae",9,"npp.sd",-0.0634306419483916,-0.0635159178330352,0.166666666666667,"SP199"
"Cacomantis variolosus","bird","Cuculiformes","Cuculidae",5,"npp.sd",0.509264194636451,0.561735807180383,0.5,"SP200"
"Calamospiza melanocorys","bird","Passeriformes","Passerellidae",27,"npp.sd",0.0349195915473852,0.0349337953331357,0.0416666666666667,"SP201"
"Alaudala cheleensis","bird","Passeriformes","Alaudidae",8,"npp.sd",-0.267872712812429,-0.274570678648119,0.2,"SP202"
"Calcarius lapponicus","bird","Passeriformes","Calcariidae",17,"npp.sd",0.261271367252505,0.267472434037592,0.0714285714285714,"SP203"
"Calcarius ornatus","bird","Passeriformes","Calcariidae",13,"npp.sd",0.210596937181399,0.213795905150158,0.1,"SP204"
"Calidris acuminata","bird","Charadriiformes","Scolopacidae",5,"npp.sd",0.356175838902539,0.372499243876328,0.5,"SP205"
"Calidris alba","bird","Charadriiformes","Scolopacidae",26,"npp.sd",0.256506739428459,0.262365509612604,0.0434782608695652,"SP206"
"Calidris alpina","bird","Charadriiformes","Scolopacidae",31,"npp.sd",-0.0130392361672278,-0.0130399752269019,0.0357142857142857,"SP207"
"Calidris bairdii","bird","Charadriiformes","Scolopacidae",17,"npp.sd",0.453236035051942,0.488765448050623,0.0714285714285714,"SP208"
"Calidris canutus","bird","Charadriiformes","Scolopacidae",6,"npp.sd",0.448708803853761,0.483082401197009,0.333333333333333,"SP209"
"Calidris fuscicollis","bird","Charadriiformes","Scolopacidae",13,"npp.sd",0.479231106906718,0.521985674686194,0.1,"SP210"
"Calidris mauri","bird","Charadriiformes","Scolopacidae",18,"npp.sd",-0.366820198738216,-0.384743935108446,0.0666666666666667,"SP211"
"Calidris melanotos","bird","Charadriiformes","Scolopacidae",20,"npp.sd",0.076393466723211,0.0765425990543439,0.0588235294117647,"SP212"
"Calidris minuta","bird","Charadriiformes","Scolopacidae",6,"npp.sd",0.369589429565523,0.387947490617206,0.333333333333333,"SP213"
"Calidris minutilla","bird","Charadriiformes","Scolopacidae",29,"npp.sd",0.178412606355521,0.180342624058854,0.0384615384615385,"SP214"
"Calidris pusilla","bird","Charadriiformes","Scolopacidae",22,"npp.sd",0.236336141286599,0.240889921585181,0.0526315789473684,"SP215"
"Callipepla californica","bird","Galliformes","Odontophoridae",63,"npp.sd",0.416461496994186,0.443403350630869,0.0166666666666667,"SP216"
"Callipepla gambelii","bird","Galliformes","Odontophoridae",15,"npp.sd",-0.562880468032635,-0.63703958264366,0.0833333333333333,"SP217"
"Callipepla squamata","bird","Galliformes","Odontophoridae",6,"npp.sd",0.714285714285714,0.895879734614028,0.333333333333333,"SP218"
"Calypte anna","bird","Apodiformes","Trochilidae",58,"npp.sd",-0.0554539372157698,-0.0555108851843474,0.0181818181818182,"SP219"
"Calypte costae","bird","Apodiformes","Trochilidae",13,"npp.sd",-0.136534614572959,-0.137392644788076,0.1,"SP220"
"Camaroptera brachyura","bird","Passeriformes","Cisticolidae",9,"npp.sd",-0.197747415763019,-0.200387208481677,0.166666666666667,"SP221"
"Camaroptera brevicaudata","bird","Passeriformes","Cisticolidae",30,"npp.sd",0.282479609462546,0.290374655883245,0.037037037037037,"SP222"
"Camaroptera chloronota","bird","Passeriformes","Cisticolidae",7,"npp.sd",0.605786245228739,0.702237750523869,0.25,"SP223"
"Campephaga phoenicea","bird","Passeriformes","Campephagidae",8,"npp.sd",0.179580780248354,0.181549465071336,0.2,"SP224"
"Campephilus rubricollis","bird","Piciformes","Picidae",9,"npp.sd",-0.41106975238036,-0.436897816899696,0.166666666666667,"SP225"
"Campethera abingoni","bird","Piciformes","Picidae",7,"npp.sd",0.176737448824834,0.178612923616488,0.25,"SP226"
"Campethera cailliautii","bird","Piciformes","Picidae",7,"npp.sd",-0.267017613931207,-0.273649705311545,0.25,"SP227"
"Campethera caroli","bird","Piciformes","Picidae",5,"npp.sd",0.683535751229927,0.835720598747954,0.5,"SP228"
"Campethera nivosa","bird","Piciformes","Picidae",9,"npp.sd",0.295893204472252,0.305012713357186,0.166666666666667,"SP229"
"Camptostoma obsoletum","bird","Passeriformes","Tyrannidae",20,"npp.sd",0.20725241531377,0.210298729382659,0.0588235294117647,"SP230"
"Campylopterus hemileucurus","bird","Apodiformes","Trochilidae",16,"npp.sd",-0.0835239557696312,-0.0837190008648927,0.0769230769230769,"SP231"
"Campylopterus largipennis","bird","Apodiformes","Trochilidae",16,"npp.sd",-0.0123494920760395,-0.0123501199403188,0.0769230769230769,"SP232"
"Campylopterus rufus","bird","Apodiformes","Trochilidae",6,"npp.sd",0.708872443846322,0.884913767006307,0.333333333333333,"SP233"
"Campylorhamphus trochilirostris","bird","Passeriformes","Furnariidae",9,"npp.sd",-0.759279230332042,-0.994510923128876,0.166666666666667,"SP234"
"Campylorhynchus brunneicapillus","bird","Passeriformes","Troglodytidae",13,"npp.sd",0.0269628307480526,0.026969367540516,0.1,"SP235"
"Campylorhynchus fasciatus","bird","Passeriformes","Troglodytidae",5,"npp.sd",0.777037362446404,1.03784932034408,0.5,"SP236"
"Campylorhynchus rufinucha","bird","Passeriformes","Troglodytidae",5,"npp.sd",0.710373586211832,0.887937616459872,0.5,"SP237"
"Thryothorus leucotis","bird","Passeriformes","Troglodytidae",5,"npp.sd",0.75776682682541,0.990949323094532,0.5,"SP238"
"Thryothorus modestus","bird","Passeriformes","Troglodytidae",24,"npp.sd",0.266336638761681,0.272916593628955,0.0476190476190476,"SP239"
"Capito auratus","bird","Piciformes","Capitonidae",5,"npp.sd",-0.266389537574668,-0.272973532192916,0.5,"SP240"
"Capito niger","bird","Piciformes","Capitonidae",5,"npp.sd",-0.615908770130761,-0.718386340602686,0.5,"SP241"
"Caprimulgus climacurus","bird","Caprimulgiformes","Caprimulgidae",5,"npp.sd",-0.296787543036559,-0.30599315177784,0.5,"SP242"
"Caprimulgus europaeus","bird","Caprimulgiformes","Caprimulgidae",8,"npp.sd",0.412681115846115,0.43883838110511,0.2,"SP243"
"Caprimulgus rufigena","bird","Caprimulgiformes","Caprimulgidae",5,"npp.sd",0.83393224340918,1.20091091505858,0.5,"SP244"
"Capsiempis flaveola","bird","Passeriformes","Tyrannidae",6,"npp.sd",-0.171530925838499,-0.173243573715795,0.333333333333333,"SP245"
"Cardellina rubrifrons","bird","Passeriformes","Parulidae",14,"npp.sd",-0.436540943066617,-0.46794935381858,0.0909090909090909,"SP246"
"Cardinalis cardinalis","bird","Passeriformes","Cardinalidae",128,"npp.sd",0.23084229307749,0.235078988060497,0.008,"SP247"
"Cardinalis sinuatus","bird","Passeriformes","Cardinalidae",7,"npp.sd",-0.0619695547121769,-0.0620490636846179,0.25,"SP248"
"Carduelis carduelis","bird","Passeriformes","Fringillidae",10,"npp.sd",0.124912093637116,0.125567913435076,0.142857142857143,"SP249"
"Chloris chloris","bird","Passeriformes","Fringillidae",17,"npp.sd",0.452464564191987,0.48779495473488,0.0714285714285714,"SP250"
"Haemorhous cassinii","bird","Passeriformes","Fringillidae",45,"npp.sd",0.0688581731314501,0.0689673129377901,0.0238095238095238,"SP251"
"Carpodacus erythrinus","bird","Passeriformes","Fringillidae",19,"npp.sd",0.458465551251564,0.495366744023871,0.0625,"SP252"
"Haemorhous mexicanus","bird","Passeriformes","Fringillidae",138,"npp.sd",0.0580131580115384,0.0580783713555457,0.00740740740740741,"SP253"
"Haemorhous purpureus","bird","Passeriformes","Fringillidae",59,"npp.sd",0.0289928542871122,0.0290009820453549,0.0178571428571429,"SP254"
"Casiornis rufus","bird","Passeriformes","Tyrannidae",6,"npp.sd",0.669930912687557,0.810617773432955,0.333333333333333,"SP255"
"Catamblyrhynchus diadema","bird","Passeriformes","Thraupidae",10,"npp.sd",0.62310634896965,0.730067018320274,0.142857142857143,"SP256"
"Catamenia analis","bird","Passeriformes","Thraupidae",19,"npp.sd",-0.383967780549496,-0.404705294744191,0.0625,"SP257"
"Catamenia inornata","bird","Passeriformes","Thraupidae",12,"npp.sd",0.113024317275095,0.113509316350078,0.111111111111111,"SP258"
"Cathartes aura","bird","Cathartiformes","Cathartidae",34,"npp.sd",0.304780297871066,0.314781018840381,0.032258064516129,"SP259"
"Cathartes burrovianus","bird","Cathartiformes","Cathartidae",6,"npp.sd",0.238794072688357,0.243494870588097,0.333333333333333,"SP260"
"Catharus aurantiirostris","bird","Passeriformes","Turdidae",10,"npp.sd",-0.197915190128972,-0.200561816522174,0.142857142857143,"SP261"
"Catharus dryas","bird","Passeriformes","Turdidae",5,"npp.sd",-0.107948634536754,-0.108370895994579,0.5,"SP262"
"Catharus frantzii","bird","Passeriformes","Turdidae",11,"npp.sd",0.32952625048509,0.342296701887035,0.125,"SP263"
"Catharus fuscater","bird","Passeriformes","Turdidae",7,"npp.sd",-0.109960102008363,-0.110406529299145,0.25,"SP264"
"Catharus fuscescens","bird","Passeriformes","Turdidae",33,"npp.sd",0.0635401382116405,0.0636258571954251,0.0333333333333333,"SP265"
"Catharus guttatus","bird","Passeriformes","Turdidae",132,"npp.sd",0.297698639779016,0.3069925487961,0.00775193798449612,"SP266"
"Catharus minimus","bird","Passeriformes","Turdidae",42,"npp.sd",-0.404370318174816,-0.428862587228243,0.0256410256410256,"SP267"
"Catharus ustulatus","bird","Passeriformes","Turdidae",128,"npp.sd",0.14003037335247,0.140956556776551,0.008,"SP268"
"Catherpes mexicanus","bird","Passeriformes","Troglodytidae",9,"npp.sd",0.691290584714321,0.850423372618562,0.166666666666667,"SP269"
"Cecropis daurica","bird","Passeriformes","Hirundinidae",5,"npp.sd",-0.104197430126286,-0.104576999956315,0.5,"SP270"
"Celeus elegans","bird","Piciformes","Picidae",10,"npp.sd",-0.545554516719803,-0.612030038896237,0.142857142857143,"SP271"
"Celeus undatus","bird","Piciformes","Picidae",5,"npp.sd",0.367841988182258,0.385925102100061,0.5,"SP272"
"Centrocercus urophasianus","bird","Galliformes","Phasianidae",13,"npp.sd",-0.32362575908014,-0.335691751775517,0.1,"SP273"
"Centropus superciliosus","bird","Cuculiformes","Cuculidae",5,"npp.sd",0.42416946131217,0.452765337439728,0.5,"SP274"
"Cercomacra tyrannina","bird","Passeriformes","Thamnophilidae",11,"npp.sd",0.0430228958250504,0.0430494700343903,0.125,"SP275"
"Certhia americana","bird","Passeriformes","Certhiidae",53,"npp.sd",0.00729507486572369,0.00729520427990592,0.02,"SP276"
"Certhia brachydactyla","bird","Passeriformes","Certhiidae",5,"npp.sd",-0.168749414181785,-0.170379141327201,0.5,"SP277"
"Certhia familiaris","bird","Passeriformes","Certhiidae",10,"npp.sd",-0.154427883689103,-0.155673351229934,0.142857142857143,"SP278"
"Certhiaxis cinnamomeus","bird","Passeriformes","Furnariidae",10,"npp.sd",0.0572111849640239,0.0572737275208465,0.142857142857143,"SP279"
"Cettia cetti","bird","Passeriformes","Scotocercidae",6,"npp.sd",-0.088366072035055,-0.0885971596868624,0.333333333333333,"SP280"
"Cettia fortipes","bird","Passeriformes","Sylviidae",5,"npp.sd",0.781969903897721,1.05042080508325,0.5,"SP281"
"Cettia ruficapilla","bird","Passeriformes","Scotocercidae",7,"npp.sd",0.707194998300433,0.881550043263444,0.25,"SP282"
"Ceuthmochares aereus","bird","Cuculiformes","Cuculidae",5,"npp.sd",0.2,0.202732554054082,0.5,"SP283"
"Ceyx lepidus","bird","Coraciiformes","Alcedinidae",22,"npp.sd",-0.228439010861017,-0.232541912083044,0.0526315789473684,"SP284"
"Ceyx melanurus","bird","Coraciiformes","Alcedinidae",7,"npp.sd",0.0842283265106686,0.0844283621395319,0.25,"SP285"
"Chaetorhynchus papuensis","bird","Passeriformes","Rhipiduridae",9,"npp.sd",-0.382139110694396,-0.402562162161,0.166666666666667,"SP286"
"Chaetura pelagica","bird","Caprimulgiformes","Apodidae",24,"npp.sd",0.0722134839279899,0.0723394041370403,0.0476190476190476,"SP287"
"Chaetura spinicaudus","bird","Caprimulgiformes","Apodidae",7,"npp.sd",0.370583577018753,0.38909940969274,0.25,"SP288"
"Chaetura vauxi","bird","Caprimulgiformes","Apodidae",10,"npp.sd",-0.127272727272727,-0.1279666870686,0.142857142857143,"SP289"
"Chalcophaps indica","bird","Columbiformes","Columbidae",20,"npp.sd",-0.197505766323189,-0.20013573752289,0.0588235294117647,"SP290"
"Chalcophaps stephani","bird","Columbiformes","Columbidae",13,"npp.sd",-0.188423394358442,-0.190702023218503,0.1,"SP291"
"Chalcostigma ruficeps","bird","Apodiformes","Trochilidae",6,"npp.sd",-0.497834988541247,-0.546423614866816,0.333333333333333,"SP292"
"Chamaea fasciata","bird","Passeriformes","Sylviidae",17,"npp.sd",-0.114365064761746,-0.114867622167604,0.0714285714285714,"SP293"
"Chamaeza campanisona","bird","Passeriformes","Formicariidae",6,"npp.sd",0.408282434695076,0.433548337008137,0.333333333333333,"SP294"
"Charadrius alexandrinus","bird","Charadriiformes","Charadriidae",9,"npp.sd",-0.0281092637860904,-0.0281166706286885,0.166666666666667,"SP295"
"Charadrius collaris","bird","Charadriiformes","Charadriidae",6,"npp.sd",-0.246872556835726,-0.252079639968503,0.333333333333333,"SP296"
"Charadrius dubius","bird","Charadriiformes","Charadriidae",10,"npp.sd",0.814808047978409,1.14117105837781,0.142857142857143,"SP297"
"Charadrius montanus","bird","Charadriiformes","Charadriidae",16,"npp.sd",0.127004389048129,0.127693940102206,0.0769230769230769,"SP298"
"Charadrius semipalmatus","bird","Charadriiformes","Charadriidae",26,"npp.sd",0.412895176774742,0.439096408342482,0.0434782608695652,"SP299"
"Charadrius tricollaris","bird","Charadriiformes","Charadriidae",6,"npp.sd",0.620829803110513,0.726354174317647,0.333333333333333,"SP300"
"Charadrius vociferus","bird","Charadriiformes","Charadriidae",34,"npp.sd",-0.217962899160631,-0.221516402199077,0.032258064516129,"SP301"
"Charadrius wilsonia","bird","Charadriiformes","Charadriidae",9,"npp.sd",-0.315355964148572,-0.326481777823744,0.166666666666667,"SP302"
"Chelidoptera tenebrosa","bird","Piciformes","Bucconidae",6,"npp.sd",0.920695347374987,1.59357288072179,0.333333333333333,"SP303"
"Anser caerulescens","bird","Anseriformes","Anatidae",13,"npp.sd",0.453819335961645,0.489499794860474,0.1,"SP304"
"Chiroxiphia boliviana","bird","Passeriformes","Pipridae",5,"npp.sd",-0.234189512923323,-0.238617517780526,0.5,"SP305"
"Chiroxiphia caudata","bird","Passeriformes","Pipridae",8,"npp.sd",0.189311677002166,0.191623163890975,0.2,"SP306"
"Chlidonias niger","bird","Charadriiformes","Laridae",5,"npp.sd",-0.820306136118795,-1.15775266291874,0.5,"SP307"
"Chloroceryle aenea","bird","Coraciiformes","Alcedinidae",8,"npp.sd",0.35878839068426,0.375494583135193,0.2,"SP308"
"Chloroceryle americana","bird","Coraciiformes","Alcedinidae",12,"npp.sd",-0.251989754847665,-0.257536346994571,0.111111111111111,"SP309"
"Chloroceryle inda","bird","Coraciiformes","Alcedinidae",5,"npp.sd",-0.772717322790741,-1.02703717106632,0.5,"SP310"
"Chlorocichla flaviventris","bird","Passeriformes","Pycnonotidae",15,"npp.sd",-0.388905279404906,-0.410509587187903,0.0833333333333333,"SP311"
"Chlorophanes spiza","bird","Passeriformes","Thraupidae",7,"npp.sd",-0.225779999309387,-0.229738291329913,0.25,"SP312"
"Chlorophonia cyanea","bird","Passeriformes","Fringillidae",6,"npp.sd",-0.0396884093206804,-0.0397092676992378,0.333333333333333,"SP313"
"Xenopipo unicolor","bird","Passeriformes","Pipridae",5,"npp.sd",0.14641035720711,0.147470172334341,0.5,"SP314"
"Chlorornis riefferii","bird","Passeriformes","Thraupidae",5,"npp.sd",-0.106089107133772,-0.106489824034455,0.5,"SP315"
"Chlorospingus flavopectus","bird","Passeriformes","Passerellidae",19,"npp.sd",0.162483280610982,0.163936264069217,0.0625,"SP316"
"Chlorostilbon canivetii","bird","Apodiformes","Trochilidae",5,"npp.sd",0.61524567993608,0.717318673497136,0.5,"SP317"
"Chondestes grammacus","bird","Passeriformes","Passerellidae",38,"npp.sd",0.312000649814429,0.322760285677059,0.0285714285714286,"SP318"
"Chordeiles acutipennis","bird","Caprimulgiformes","Caprimulgidae",12,"npp.sd",-0.47127293797433,-0.511705450675943,0.111111111111111,"SP319"
"Chordeiles minor","bird","Caprimulgiformes","Caprimulgidae",46,"npp.sd",0.124717458528114,0.125370198173058,0.0232558139534884,"SP320"
"Larus philadelphia","bird","Charadriiformes","Laridae",19,"npp.sd",0.227341547610387,0.231384330893136,0.0625,"SP321"
"Ciccaba virgata","bird","Strigiformes","Strigidae",7,"npp.sd",-0.345189074038607,-0.359971663169856,0.25,"SP322"
"Cichlopsis leucogenys","bird","Passeriformes","Turdidae",6,"npp.sd",0.212890245681555,0.216196862667201,0.333333333333333,"SP323"
"Diphyllodes magnificus","bird","Passeriformes","Corvidae",7,"npp.sd",-0.55386930309212,-0.623945736180245,0.25,"SP324"
"Cicinnurus regius","bird","Passeriformes","Paradisaeidae",5,"npp.sd",-0.76366885675741,-1.00495876257673,0.5,"SP325"
"Cinclodes fuscus","bird","Passeriformes","Furnariidae",5,"npp.sd",-0.6,-0.693147180559945,0.5,"SP326"
"Cinclus leucocephalus","bird","Passeriformes","Cinclidae",9,"npp.sd",0.329278165810766,0.342018422252074,0.166666666666667,"SP327"
"Cinclus mexicanus","bird","Passeriformes","Cinclidae",6,"npp.sd",0.0285714285714286,0.0285792069199744,0.333333333333333,"SP328"
"Cinclus pallasii","bird","Passeriformes","Cinclidae",5,"npp.sd",-0.0433948111417759,-0.0434220810220271,0.5,"SP329"
"Cinnycerthia peruana","bird","Passeriformes","Troglodytidae",6,"npp.sd",0.388301439408113,0.409798339867727,0.333333333333333,"SP330"
"Circus cyaneus","bird","Accipitriformes","Accipitridae",11,"npp.sd",0.676996673426806,0.823548578009044,0.125,"SP331"
"Cissopis leverianus","bird","Passeriformes","Thraupidae",7,"npp.sd",0.309183960310928,0.31964286301205,0.25,"SP332"
"Cisticola cantans","bird","Passeriformes","Cisticolidae",9,"npp.sd",0.00727868988826478,0.00727881843238032,0.166666666666667,"SP333"
"Cisticola chiniana","bird","Passeriformes","Cisticolidae",11,"npp.sd",0.348478217074744,0.36371057897998,0.125,"SP334"
"Cisticola erythrops","bird","Passeriformes","Cisticolidae",8,"npp.sd",-0.308417613390086,-0.3187957357318,0.2,"SP335"
"Cisticola fulvicapilla","bird","Passeriformes","Cisticolidae",8,"npp.sd",-0.30334675831261,-0.313201439476985,0.2,"SP336"
"Cisticola juncidis","bird","Passeriformes","Cisticolidae",7,"npp.sd",-0.0135344736536565,-0.0135353001683808,0.25,"SP337"
"Cistothorus palustris","bird","Passeriformes","Troglodytidae",19,"npp.sd",0.111035569355962,0.111495290279874,0.0625,"SP338"
"Cistothorus platensis","bird","Passeriformes","Troglodytidae",25,"npp.sd",-0.0218375581779513,-0.0218410304621053,0.0454545454545455,"SP339"
"Clangula hyemalis","bird","Anseriformes","Anatidae",12,"npp.sd",0.130307601852295,0.131052752454625,0.111111111111111,"SP340"
"Claravis pretiosa","bird","Columbiformes","Columbidae",5,"npp.sd",-0.191344515222488,-0.193732409929363,0.5,"SP341"
"Clytomyias insignis","bird","Passeriformes","Maluridae",5,"npp.sd",-0.193009487118214,-0.195461231109157,0.5,"SP342"
"Clytorhynchus vitiensis","bird","Passeriformes","Monarchidae",15,"npp.sd",-0.286101634763933,-0.294315163386613,0.0833333333333333,"SP343"
"Cnemarchus erythropygius","bird","Passeriformes","Tyrannidae",5,"npp.sd",-0.0747848369658647,-0.0749247248601574,0.5,"SP344"
"Cnemophilus loriae","bird","Passeriformes","Cnemophilidae",5,"npp.sd",-0.284819944270132,-0.292919764567069,0.5,"SP345"
"Cnemotriccus fuscatus","bird","Passeriformes","Tyrannidae",6,"npp.sd",0.368491511452084,0.386676471034207,0.333333333333333,"SP346"
"Coccothraustes coccothraustes","bird","Passeriformes","Fringillidae",7,"npp.sd",0.137787958384203,0.138670020324443,0.25,"SP347"
"Hesperiphona vespertina","bird","Passeriformes","Fringillidae",68,"npp.sd",0.378109236867112,0.397851632562924,0.0153846153846154,"SP348"
"Coccyzus americanus","bird","Cuculiformes","Cuculidae",52,"npp.sd",-0.0546974421955789,-0.0547520884454052,0.0204081632653061,"SP349"
"Coccyzus erythropthalmus","bird","Cuculiformes","Cuculidae",34,"npp.sd",-0.0169072917418725,-0.0169089030380676,0.032258064516129,"SP350"
"Coccyzus melacoryphus","bird","Cuculiformes","Cuculidae",6,"npp.sd",-0.314285714285714,-0.325293783070575,0.333333333333333,"SP351"
"Coeligena coeligena","bird","Apodiformes","Trochilidae",13,"npp.sd",0.332972478015757,0.346167682953085,0.1,"SP352"
"Coeligena lutetiae","bird","Apodiformes","Trochilidae",6,"npp.sd",0.0677839451474142,0.0678880470863639,0.333333333333333,"SP353"
"Coeligena torquata","bird","Apodiformes","Trochilidae",14,"npp.sd",0.00845512864239877,0.00845533013450346,0.0909090909090909,"SP354"
"Coeligena violifer","bird","Apodiformes","Trochilidae",14,"npp.sd",0.0165889101000518,0.0165904320628005,0.0909090909090909,"SP355"
"Coereba flaveola","bird","Passeriformes","Thraupidae",46,"npp.sd",0.19813071923279,0.200786142127275,0.0232558139534884,"SP356"
"Colaptes atricollis","bird","Piciformes","Picidae",5,"npp.sd",-0.0844146297849703,-0.0846159995372445,0.5,"SP357"
"Colaptes auratus","bird","Piciformes","Picidae",207,"npp.sd",-0.0221079809960864,-0.0221115839057993,0.00490196078431373,"SP358"
"Colaptes cafer","bird","Piciformes","Picidae",5,"npp.sd",-0.304246695019806,-0.314192878627674,0.5,"SP359"
"Colaptes campestris","bird","Piciformes","Picidae",8,"npp.sd",-0.0589620509662715,-0.0590305214977937,0.2,"SP360"
"Colaptes melanochloros","bird","Piciformes","Picidae",9,"npp.sd",-0.445038983715237,-0.478496854090599,0.166666666666667,"SP361"
"Colaptes rivolii","bird","Piciformes","Picidae",9,"npp.sd",0.400651691749428,0.424424994696213,0.166666666666667,"SP362"
