"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","sd.tavg","sd.tmax","sd.npp","sd.npp.sd","rng.tavg","rng.tmax","rng.npp","rng.npp.sd","SPID","migratory"
"Gallinago delicata","bird","Charadriiformes","Scolopacidae",21,"npp",0.0400201120311569,0.0400414981149788,0.0555555555555556,6.351716670913,6.70841348402499,0.615442244452623,0.425219612350335,21.4985239505768,25.3706560134888,2.44889259338378,1.44498577713966,"SP575","migratory"
"Gallinago gallinago","bird","Charadriiformes","Scolopacidae",21,"npp",-0.146583185948306,-0.147646791554813,0.0555555555555556,8.41175008686474,8.14716401512481,0.894587510959981,0.462636480496286,31.8019666671753,33.0894222557545,3.42636781930923,1.69029715657234,"SP576","migratory"
"Gallinago paraguaiae","bird","Charadriiformes","Scolopacidae",7,"npp",0.520271189196163,0.576711522560641,0.25,4.46158142896846,4.17631705684437,0.837039530287905,0.360891169185594,12.0065841674805,11.0302505493164,2.24518674612046,1.08128669857979,"SP577","migratory"
"Gallinula chloropus","bird","Gruiformes","Rallidae",20,"npp",-0.0328247008970484,-0.0328364976358673,0.0588235294117647,6.13886833552733,5.91173096355928,0.975198103035468,0.398955947074829,18.8490834236145,16.779667854309,4.01661658287049,1.45301580429077,"SP578","migratory"
"Gallinula galeata","bird","Gruiformes","Rallidae",5,"npp",-0.9,-1.47221948958322,0.5,1.22470430855097,1.25551981143094,0.575708181194565,0.653022289655013,3.15799999237058,3.2390842437744,1.18731307983398,1.57861790060997,"SP579","migratory"
"Garrulus glandarius","bird","Passeriformes","Corvidae",9,"npp",0.670492782568739,0.81163784168563,0.166666666666667,4.46492670043374,4.06384438857579,0.446084305855116,0.475638163190927,13.60995054245,11.8760805130005,1.23014390468597,1.26881402730942,"SP580","resident"
"Gavia immer","bird","Gaviiformes","Gaviidae",18,"npp",-0.0218214600266142,-0.0218249246358992,0.0666666666666667,6.18172552341374,6.64425566350286,0.686895051720127,0.752225905429503,21.1897222995758,23.4974995851517,2.05023097991943,2.24055922031402,"SP581","migratory"
"Gavia pacifica","bird","Gaviiformes","Gaviidae",9,"npp",0.0545135721954882,0.0545676685486561,0.166666666666667,2.61071340987536,3.16864975832659,0.410554100112835,0.444467738503355,6.7987928390503,8.3959455490113,0.9752779006958,1.09447920322418,"SP582","migratory"
"Gavia stellata","bird","Gaviiformes","Gaviidae",8,"npp",-0.0891743658757908,-0.0894118736429907,0.2,4.03502942131018,4.00224821425566,0.300436237849925,0.513735002092702,12.1074042320252,11.6700143814087,0.7772958278656,1.59274637699127,"SP583","migratory"
"Geococcyx californianus","bird","Cuculiformes","Cuculidae",17,"npp",0.40064625175513,0.424418514504075,0.0714285714285714,4.57019772616442,4.11962171743686,0.442944803769806,0.271551154376152,14.9722499847412,14.839584350586,1.67084670066834,1.08211569488048,"SP584","resident"
"Geothlypis aequinoctialis","bird","Passeriformes","Parulidae",13,"npp",0.24964193915575,0.255030916761679,0.1,3.45070389275553,3.3776772246711,1.39073204792845,0.432465942231523,10.8741664886474,10.8641662597656,3.51474016904831,1.37491746246814,"SP585","resident"
"Geothlypis trichas","bird","Passeriformes","Parulidae",89,"npp",0.0452517750694125,0.045282700777103,0.0116279069767442,4.51710832745517,4.90865395493495,0.573148117098838,0.529044889838599,25.1207335889339,26.3733825683593,3.21099060028792,2.23071755468845,"SP586","migratory"
"Geotrygon montana","bird","Columbiformes","Columbidae",19,"npp",0.0748281769139411,0.0749683087040186,0.0625,2.29328450921894,2.04733461359245,0.816792662355136,0.290466539488844,7.7505836486816,7.8653335571289,3.42576289176941,1.23128023743629,"SP587","nomadic"
"Geranospiza caerulescens","bird","Accipitriformes","Accipitridae",5,"npp",-0.9,-1.47221948958322,0.5,1.03697702805327,1.1951529689794,1.79502320943382,0.057816608025917,2.6221675872802,2.7374172210694,3.71527498960495,0.149106740951535,"SP588","resident"
"Gerygone chrysogaster","bird","Passeriformes","Acanthizidae",5,"npp",0.294041325966707,0.302984355369692,0.5,1.64418710533997,1.28757893787932,0.776969312193559,0.250761140644328,3.9934997558594,2.8770008087158,1.83201122283936,0.602626383304592,"SP589","resident"
"Glaucidium brasilianum","bird","Strigiformes","Strigidae",44,"npp",0.013097359401701,0.0130981083893966,0.024390243902439,1.9136764882523,2.16548534361362,0.862431548886412,0.277329698151937,7.2167339324952,7.5439147949218,4.03003826737404,1.63199882954359,"SP590","resident"
"Glaucidium gnoma","bird","Strigiformes","Strigidae",26,"npp",-0.395715839447511,-0.41855907870309,0.0434782608695652,3.92434797979396,4.4827674561708,0.983235383504275,0.553999514476095,14.886583328247,16.4289999008179,4.26110044121742,1.72985975444317,"SP591","resident"
"Glaucidium peruanum","bird","Strigiformes","Strigidae",8,"npp",-0.0971504930700793,-0.0974578781780939,0.2,5.38681046310748,5.04586894123805,0.589727878906866,0.172634383485386,15.6823334693909,14.9726667404175,1.77932494878769,0.436515301465988,"SP592","resident"
"Glaucis hirsutus","bird","Caprimulgiformes","Trochilidae",13,"npp",-0.299361258411084,-0.308817838027729,0.1,0.592687047728295,0.755052441742917,0.379871236042503,0.297975019555285,2.0225830078125,2.3889999389649,1.33283257484436,1.00786864757537,"SP593","resident"
"Glyphorynchus spirurus","bird","Passeriformes","Furnariidae",41,"npp",-0.143332141108121,-0.144325963902993,0.0263157894736842,2.92601943102133,2.80770989049056,0.703036453274757,0.257130905104081,12.4449996948242,12.5605010986328,3.21050381660461,1.33467975258827,"SP594","resident"
"Grallaria andicolus","bird","Passeriformes","Formicariidae",11,"npp",-0.144321207436592,-0.145335922436324,0.125,3.3980339997558,3.38746084370196,0.329534674947701,0.144667935409846,10.2664170265198,10.5025825500488,1.08333504199981,0.539485275745392,"SP595","resident"
"Grallaria rufula","bird","Passeriformes","Formicariidae",9,"npp",-0.287804701312877,-0.296171048021659,0.166666666666667,3.15889394342984,3.4489919854766,1.08778775523813,0.418044883446201,8.95358371734616,9.7682514190674,2.96412467956543,1.20521602034569,"SP596","resident"
"Grallaria squamigera","bird","Passeriformes","Formicariidae",5,"npp",-0.9,-1.47221948958322,0.5,2.51098626895107,2.10008780504922,0.586282148556053,0.393782740006075,6.50333309173585,5.1590824127197,1.60506772994995,0.972353756427764,"SP597","resident"
"Grallaricula nana","bird","Passeriformes","Formicariidae",5,"npp",-0.887061815771518,-1.40796783839156,0.5,5.75462939583337,5.4078096307604,0.700329668926902,0.278993327662838,15.1348333358765,14.2626667022705,1.81193149089813,0.646040141582493,"SP598","resident"
"Antigone canadensis","bird","Gruiformes","Gruidae",33,"npp",0.117199121979678,0.117740189595678,0.0333333333333333,3.51511607308294,5.20355104419083,0.567232942211684,0.584345356354587,12.3567509651184,14.8317489624024,2.2946492433548,2.0102042555809,"SP599","migratory"
"Gubernetes yetapa","bird","Passeriformes","Tyrannidae",5,"npp",-0.14194470275704,-0.142909710613813,0.5,0.897010924918661,0.974593202406372,0.748481159870902,0.24035288655274,2.03125,2.3453330993652,1.88651359081268,0.647291958332066,"SP600","resident"
"Gymnopithys rufigula","bird","Passeriformes","Thamnophilidae",10,"npp",-0.0816376193056924,-0.0818197114539342,0.142857142857143,1.77776547483589,1.72391611519202,0.295269210282233,0.213109855218568,5.3171672821045,5.1730003356934,0.90676188468933,0.634845733642575,"SP601","resident"
"Gymnorhinus cyanocephalus","bird","Passeriformes","Corvidae",5,"npp",0.287376238300776,0.295703952318406,0.5,0.569284448549799,0.939230642133117,0.187497219901947,0.0847312155192342,1.36991643905639,2.2866659164429,0.518429726362229,0.223032236099243,"SP602","resident"
"Habia fuscicauda","bird","Passeriformes","Cardinalidae",6,"npp",0.341069483776973,0.355302303048855,0.333333333333333,0.553991634389715,1.18255565257118,0.839496450195562,0.202624168890099,1.498498916626,3.2118339538574,2.41132509708405,0.504983007907872,"SP603","resident"
"Habia rubica","bird","Passeriformes","Cardinalidae",17,"npp",-0.172246631036712,-0.173981068796182,0.0714285714285714,1.86908589844831,1.84875131000839,0.832240731228395,0.270652084665354,5.3351669311523,5.810583114624,3.26584804058075,1.08715915679931,"SP604","resident"
"Haematopus palliatus","bird","Charadriiformes","Haematopodidae",6,"npp",0.0857142857142858,0.0859251284633298,0.333333333333333,4.03242408290364,3.68825043198709,0.739904782277631,0.642073635804771,10.1210861206054,8.5916786193847,2.05694177746773,1.67518353462219,"SP605","migratory"
"Halcyon albiventris","bird","Coraciiformes","Alcedinidae",9,"npp",-0.150327350551164,-0.151475338246411,0.166666666666667,3.68562289746506,3.14275493068739,0.670973207524699,0.319201203875742,9.2728328704834,8.759973526001,2.21597492694854,0.708276867866513,"SP606","resident"
"Halcyon leucocephala","bird","Coraciiformes","Alcedinidae",5,"npp",0.00820758381351385,0.00820776812070409,0.5,2.50408184777785,0.980248783225703,0.620724015659818,0.323828262769819,5.9739170074463,2.208833694458,1.50472119450569,0.905120819807055,"SP607","migratory"
"Halcyon malimbica","bird","Coraciiformes","Alcedinidae",8,"npp",-0.102155709191581,-0.102513309453639,0.2,2.04382657148139,2.66158182893107,1.01821796989575,0.174082609240178,5.3691654205323,7.4172496795654,2.92216259241104,0.416724860668186,"SP608","resident"
"Halcyon senegalensis","bird","Coraciiformes","Alcedinidae",6,"npp",-0.064135847645418,-0.0642240042695765,0.333333333333333,2.31624421435396,1.89701313845341,1.03130578906587,0.199367522279065,6.0626678466797,4.9859180450439,2.20273756980896,0.469426155090336,"SP609","migratory"
"Halcyon smyrnensis","bird","Coraciiformes","Alcedinidae",6,"npp",-0.257142857142857,-0.26304654794839,0.333333333333333,0.326568799792393,0.705863284840099,0.293445359250734,0.213740928832946,0.812252044677702,1.9203109741211,0.88515567779541,0.537687599658969,"SP610","resident"
"Haplospiza rustica","bird","Passeriformes","Thraupidae",6,"npp",-0.450120032702448,-0.484850800015652,0.333333333333333,3.50208863929786,3.57968643380989,0.817098127304219,0.277016926240789,9.68141651153566,9.1206665039062,2.18246042728424,0.722024649381635,"SP611","resident"
"Heliangelus amethysticollis","bird","Apodiformes","Trochilidae",10,"npp",-0.634687665443254,-0.749227167993982,0.142857142857143,2.57600701299043,2.34443582886268,0.813209039223208,0.350216001507367,7.36674976348875,6.5420837402344,2.58504319190979,1.18177264928817,"SP612","resident"
"Heliodoxa leadbeateri","bird","Apodiformes","Trochilidae",10,"npp",-0.421672545351231,-0.449724533762861,0.142857142857143,2.22947049133714,2.10606672676703,0.717348768419196,0.266830029772349,7.3482494354249,6.3216667175293,2.23413372039794,0.68591153621673,"SP613","resident"
"Heliodoxa xanthogonys","bird","Apodiformes","Trochilidae",6,"npp",-0.645127090660042,-0.766906597728447,0.333333333333333,1.71571944798002,1.75102712249328,0.450238898020828,0.185790317074818,4.005916595459,4.1358337402344,1.24993419647217,0.492179274559019,"SP614","resident"
"Heliomaster longirostris","bird","Apodiformes","Trochilidae",5,"npp",-0.172469943749768,-0.174211218659584,0.5,1.81352813900124,1.26213976948518,1.12347585672928,0.603811600004347,4.3157501220703,3.2384147644043,2.33758521080017,1.43648380041122,"SP615","resident"
"Heliothryx auritus","bird","Apodiformes","Trochilidae",5,"npp",-0.5,-0.549306144334055,0.5,1.03658070699234,1.02746704830466,0.10358166531695,0.1660667640327,2.4971656799316,2.5292491912842,0.28099870681763,0.380342841148373,"SP616","resident"
"Hellmayrea gularis","bird","Passeriformes","Furnariidae",7,"npp",0.0553458099941537,0.0554024250827377,0.25,1.11213570070134,0.629629497246222,0.394179622942023,0.235830111038947,3.38408374786375,1.7023334503173,1.18279981613159,0.591390192508697,"SP617","resident"
"Helmitheros vermivorum","bird","Passeriformes","Parulidae",21,"npp",0.117813657822302,0.118363329621745,0.0555555555555556,6.34127718093252,6.11520386211876,1.19681193736526,0.488105737677116,17.6566667556763,18.2647504806519,4.30708941817284,1.58860117197036,"SP618","migratory"
"Hemispingus atropileus","bird","Passeriformes","Thraupidae",13,"npp",0.0742966150497654,0.0744337750599761,0.1,2.69525237756006,2.81028823530199,0.739938288193549,0.319019052982084,7.97808361053465,7.7876663208007,2.58504319190979,1.18177264928817,"SP619","resident"
"Hemispingus melanotis","bird","Passeriformes","Thraupidae",7,"npp",0.00874263538749997,0.00874285814162862,0.25,3.38276205887913,3.03677231023354,0.795978258879727,0.376159318620981,9.8875827789307,9.4930000305176,2.33800625801087,1.02137124538422,"SP620","resident"
"Hemispingus superciliaris","bird","Passeriformes","Thraupidae",9,"npp",0.451345869304169,0.486389173199618,0.166666666666667,2.47893197049912,2.72728262961085,1.0106911580296,0.417032606495839,6.86125087738036,7.2497501373291,3.19827914237977,1.27714058756828,"SP621","resident"
"Hemitriccus margaritaceiventer","bird","Passeriformes","Tyrannidae",10,"npp",0.603515567668026,0.698658475027944,0.142857142857143,2.15965599646336,2.31658814233951,0.593418409711488,0.281421076011027,6.7567501068115,7.3746662139893,1.75311321020126,0.929102838039393,"SP622","resident"
"Henicorhina leucophrys","bird","Passeriformes","Troglodytidae",25,"npp",-0.0423147805735116,-0.0423400631857765,0.0454545454545455,4.62912528843697,4.1357973706777,0.951508918751941,0.314505145564029,17.5317497253418,15.3228340148926,3.75001311302186,1.24284026026725,"SP623","resident"
"Henicorhina leucosticta","bird","Passeriformes","Troglodytidae",14,"npp",0.0491322294379463,0.0491718214720487,0.0909090909090909,1.24070112513124,1.18583531086348,0.790386907299799,0.195807722994868,4.3989162445068,3.53466796875,2.61061024665832,0.685993194580075,"SP624","resident"
"Herpsilochmus rufimarginatus","bird","Passeriformes","Thamnophilidae",7,"npp",0.238286586671165,0.242956765580459,0.25,2.73540280065193,2.02649625652019,0.953104979437163,0.35479668079622,6.9990825653076,5.4482517242432,2.71995663642883,1.0830255150795,"SP625","resident"
"Himantopus himantopus","bird","Charadriiformes","Recurvirostridae",16,"npp",-0.239869863888483,-0.244636027133499,0.0769230769230769,5.66822670902862,4.95499741009227,0.648740308393893,0.201867498453205,19.716582775116,20.9760007858277,2.17028879374266,0.701314657926559,"SP626","migratory"
"Hirundinea ferruginea","bird","Passeriformes","Tyrannidae",6,"npp",0.47046482591245,0.510667123093206,0.333333333333333,2.73747045367765,2.53359230374133,1.13794723315086,0.22483319751746,7.7922496795654,7.0556678771973,3.01707422733307,0.562597155570982,"SP627","migratory"
"Hirundo rustica","bird","Passeriformes","Hirundinidae",78,"npp",0.080102838948727,0.0802748272523833,0.0133333333333333,6.66349351061737,6.83501156175501,893.138093452415,3084.68081615813,31.1785826683044,29.2369990348816,7889.23240149766,27244.2125270367,"SP628","migratory"
"Histrionicus histrionicus","bird","Anseriformes","Anatidae",23,"npp",0.122968625708276,0.123594125063089,0.05,1.16800396072101,1.71740055308022,0.284041829874061,0.251787007160467,5.94840812683105,8.87457561492923,1.17707586288452,0.820247590541841,"SP629","migratory"
"Setopagis parvulus","bird","Caprimulgiformes","Caprimulgidae",5,"npp",0.9999999,8.40562139102231,0.5,4.36313362361917,4.71100493824172,0.510900756123531,0.228352122713662,9.0258331298828,9.8060550689698,1.36859709024429,0.595192700624463,"SP630","migratory"
"Hydropsalis torquata","bird","Caprimulgiformes","Caprimulgidae",10,"npp",0.0659816781884238,0.0660776813002612,0.142857142857143,3.24000039222389,3.39343856117878,0.899742345633098,0.329704775566136,9.0886650085449,10.7112503051758,3.25980833172798,1.19424346089363,"SP631","migratory"
"Hylia prasina","bird","Passeriformes","Scotocercidae",9,"npp",0.208056212475221,0.211138748485016,0.166666666666667,2.34984173356225,2.42957577799897,1.10973384972433,0.233434839933052,6.6459999084472,7.0951671600342,3.58469045162201,0.638894915580753,"SP632","resident"
"Hylocharis chrysura","bird","Apodiformes","Trochilidae",11,"npp",0.553470745659798,0.623370990000425,0.125,2.66966511735347,3.01370643210701,0.917349336168234,0.236525147151447,9.0976657867432,10.1178340911865,2.77785384654999,0.721173465251927,"SP633","resident"
"Hylocharis cyanus","bird","Apodiformes","Trochilidae",9,"npp",0.458120273717416,0.494929665920508,0.166666666666667,1.35544954854827,1.44149318211806,0.292278694658514,0.289414902912063,4.6002502441406,4.7561664581299,0.85297012329101,0.87350326776504,"SP634","resident"
"Hylocharis leucotis","bird","Apodiformes","Trochilidae",9,"npp",0.186081122691953,0.188274637877575,0.166666666666667,4.60765813260673,3.96279075805089,0.894528825904113,0.246967894890623,14.2017498016357,12.0650005340577,2.85784411430359,0.921400189399721,"SP635","resident"
"Hylocichla mustelina","bird","Passeriformes","Turdidae",50,"npp",0.15745058348274,0.158771388733615,0.0212765957446809,4.24922210411527,4.47085835819122,0.719246731742219,0.464327058808824,23.9245829582215,23.5817499160767,4.07898738235235,2.08731035143137,"SP636","migratory"
"Hylophilus ochraceiceps","bird","Passeriformes","Vireonidae",9,"npp",-0.564225264075036,-0.639010246180503,0.166666666666667,1.51699029130337,1.41451357170056,0.633097132381468,0.251825502226371,4.7652492523193,4.5475826263428,1.68628144264221,0.87350326776504,"SP637","resident"
"Hylophilus pectoralis","bird","Passeriformes","Vireonidae",6,"npp",0.63955862361189,0.757426513329571,0.333333333333333,0.381116114446212,0.689918312616159,1.11795223907417,0.137424587056535,0.914260864257802,1.8030281066894,2.96719098091126,0.410777568817139,"SP638","resident"
"Hylophylax naevius","bird","Passeriformes","Thamnophilidae",5,"npp",-0.0766771796602789,-0.0768279836782391,0.5,2.92658893910835,2.43224536284309,0.540630858717862,0.15260541843824,6.9384174346924,5.6750831604004,1.30452871322631,0.41579687595367,"SP639","resident"
"Hymenops perspicillatus","bird","Passeriformes","Tyrannidae",6,"npp",0.691176470588235,0.850204845319914,0.333333333333333,2.10072980615012,2.09325358243704,0.866065404127442,0.298013710471921,6.2382516860962,5.5495834350586,1.91755431890488,0.730796486139293,"SP640","migratory"
"Hypocnemis cantator","bird","Passeriformes","Thamnophilidae",13,"npp",0.333504792963452,0.346766494769498,0.1,1.78506681880997,1.73730245653837,0.51344654681716,0.194265617527677,5.3635005950928,5.4090843200684,2.26859545707703,0.65353840589523,"SP641","resident"
"Kurochkinegramma hypogrammicum","bird","Passeriformes","Nectariniidae",5,"npp",0.091284402454081,0.0915392305763447,0.5,0.906174894134775,0.964427765903484,0.351172514643477,0.111569218703688,2.3560009002686,2.5799160003662,0.93955278396606,0.27630591392517,"SP642","resident"
"Hypothymis azurea","bird","Passeriformes","Monarchidae",14,"npp",-0.00374888121634996,-0.00374889877889486,0.0909090909090909,2.36766880260141,1.246541541695,131.016012260569,453.837179753716,9.4398345947266,5.2369995117188,491.918663144112,1698.52227702737,"SP643","resident"
"Ixos everetti","bird","Passeriformes","Pycnonotidae",5,"npp",-0.847571038784696,-1.24746422198397,0.5,0.416362550890811,0.350081780987867,219.070610120827,759.329447802835,1.1606731414795,0.914667129516598,490.341202020646,1698.0509352088,"SP644","resident"
"Ixos philippinus","bird","Passeriformes","Pycnonotidae",12,"npp",-0.223066356567715,-0.226880722846242,0.111111111111111,0.76447697914501,0.953551453830988,141.536876939817,490.173884808954,2.1598339080811,2.7377490997315,491.600031256676,1698.53564962745,"SP645","resident"
"Icteria virens","bird","Passeriformes","Icteridae",33,"npp",-0.113022883509912,-0.113507864032506,0.0333333333333333,5.42491874245002,5.32519370396993,0.875938501690219,0.569935376474874,23.6274993419647,22.1009178161621,3.35248333215714,2.00015319883823,"SP646","migratory"
"Icterus bullockii","bird","Passeriformes","Icteridae",40,"npp",-0.352585640520641,-0.368393403702677,0.027027027027027,4.34507356301526,4.30078499756916,0.642065846519373,0.382197990091523,17.8468337059021,16.3747491836548,3.18247617408634,1.38936367630958,"SP647","migratory"
"Icterus cayanensis","bird","Passeriformes","Icteridae",10,"npp",0.671492639543968,0.813456529207251,0.142857142857143,2.46444672311231,2.17311024918072,1.09683462559921,0.307496550339814,8.8087501525879,7.5547504425049,3.0046791434288,1.14337313175201,"SP648","resident"
"Icterus cucullatus","bird","Passeriformes","Icteridae",14,"npp",-0.198484463443861,-0.20115436712244,0.0909090909090909,3.41127588352865,3.21367013070353,0.989965001300603,0.337374432821736,11.2025833129883,11.4785556793213,3.06964251399041,1.29536429047584,"SP649","migratory"
"Icterus galbula","bird","Passeriformes","Icteridae",107,"npp",-0.34693484890557,-0.361954955710354,0.00961538461538462,3.4021615573807,3.66864427952438,0.54051896664992,0.482982136991844,21.2285829782486,20.5181660652161,2.13582676649094,1.96881477534771,"SP650","migratory"
"Icterus parisorum","bird","Passeriformes","Icteridae",5,"npp",-0.205195670417031,-0.208150628390742,0.5,8.10625164716883,8.72819165901468,0.323985746747752,0.187721998497353,20.5667493343353,20.7074999809265,0.762334764003753,0.417376250028611,"SP651","migratory"
"Icterus pustulatus","bird","Passeriformes","Icteridae",6,"npp",0.0414647660175785,0.0414885543905093,0.333333333333333,1.9787990621887,2.01324524885387,0.439847728597059,0.128019181950643,5.5271663665771,5.4209175109863,1.15135109424591,0.281326591968536,"SP652","resident"
"Icterus spurius","bird","Passeriformes","Icteridae",8,"npp",0.428870469523221,0.458511748640216,0.2,4.58073858965893,5.21499079653669,0.669403157121328,0.553922692630065,14.4019165039063,15.6899995803833,1.80707621574402,1.55012854933739,"SP653","migratory"
"Ictinia mississippiensis","bird","Accipitriformes","Accipitridae",8,"npp",0.17967156037693,0.181643271930942,0.2,2.89619326920421,3.76642501211164,0.641124379022477,0.678047244412728,9.61841726303097,11.1488342285156,2.00603187084198,2.10122811794281,"SP654","migratory"
"Iduna pallida","bird","Passeriformes","Acrocephalidae",10,"npp",0.600496971242541,0.693924060239067,0.142857142857143,2.2914571637585,2.26440462638052,0.659445662170364,0.384653283537377,6.6497735977173,6.9844217300415,2.46302479505539,1.23226135969162,"SP655","migratory"
"Ifrita kowaldi","bird","Passeriformes","Ifritidae",7,"npp",-0.0146110853558422,-0.0146121252324592,0.25,4.93944110165671,4.46300953804567,0.57107349172345,0.11805161940336,13.2062540054321,11.6832504272461,1.51739263534546,0.362809836864476,"SP656","resident"
"Illadopsis fulvescens","bird","Passeriformes","Pellorneidae",6,"npp",-0.682663419529998,-0.83408510357515,0.333333333333333,2.67747152344602,2.56657932936391,1.52405772713559,0.275914924790928,7.641918182373,7.7315006256103,3.58469045162201,0.638894915580753,"SP657","resident"
"Illadopsis rufipennis","bird","Passeriformes","Pellorneidae",5,"npp",-0.736738569470987,-0.943308338552121,0.5,2.3136378023435,2.00827735380863,0.557208631790822,0.185858155866593,5.1003322601318,4.572250366211,1.29325187206268,0.452476263046265,"SP658","resident"
"Indicator indicator","bird","Piciformes","Indicatoridae",6,"npp",0.0269491188063189,0.0269556456281034,0.333333333333333,2.99229697263591,2.2856346207017,0.256594488666058,0.30580950073877,6.3137512207031,6.2222518920899,0.71718811988831,0.688050299882892,"SP659","resident"
"Indicator minor","bird","Piciformes","Indicatoridae",14,"npp",-0.135574077647521,-0.136413992153107,0.0909090909090909,2.78657518621855,2.18423110201205,0.612086985084791,0.268721821100548,9.8979158401489,7.4815826416015,2.15143284201622,0.883902221918109,"SP660","resident"
"Inezia caudata","bird","Passeriformes","Tyrannidae",5,"npp",0.9999999,8.40562139102231,0.5,0.339889969641909,0.721532449995201,1.13197462374838,0.19539349200729,0.866416931152401,1.8691635131836,2.88304221630096,0.517433613538742,"SP661","resident"
"Inezia inornata","bird","Passeriformes","Tyrannidae",5,"npp",0.279369017207435,0.286997543424187,0.5,1.03794374481992,1.16942802104728,1.0889747291671,0.356597311243286,2.4284992218017,2.7722492218017,2.86380472779274,0.87331891059875,"SP662","migratory"
"Irena cyanogastra","bird","Passeriformes","Irenidae",5,"npp",-0.525186524279686,-0.583474974172338,0.5,1.06189537969796,1.16453039017382,268.182875885037,930.004128575572,2.7523345947266,2.8120021820069,491.334864020347,1698.4902394712,"SP663","resident"
"Iridosornis analis","bird","Passeriformes","Thraupidae",5,"npp",0.0227724298488927,0.0227763675434358,0.5,1.72528846775826,1.84855918539977,0.633238072593006,0.253038777906833,4.0948333740234,4.5502490997314,1.29179120063781,0.60361850261689,"SP664","resident"
"Ispidina picta","bird","Coraciiformes","Alcedinidae",15,"npp",0.324480611177669,0.336646905049691,0.0833333333333333,1.8953761452445,2.46637002309215,0.982795000283289,0.240124358708656,6.2929992675782,6.6986656188965,2.9645985364914,0.716122478246692,"SP665","migratory"
"Ixobrychus exilis","bird","Pelecaniformes","Ardeidae",12,"npp",0.207749574342559,0.210818257574265,0.111111111111111,6.09692565371533,6.145196966477,0.371708968933178,0.452808417706815,19.3270826339721,19.0040016174316,1.21722227334976,1.51618212461472,"SP666","migratory"
"Ixoreus naevius","bird","Passeriformes","Turdidae",55,"npp",-0.0544866594491269,-0.0545406756262246,0.0192307692307692,3.18912944952157,4.17370703718978,1.03299938405507,0.544374590410458,13.3321897983552,17.9319906234741,4.12147632241249,2.16517449915409,"SP667","migratory"
"Ixos mcclellandii","bird","Passeriformes","Pycnonotidae",5,"npp",0.536343107362793,0.599007721390529,0.5,6.47704649223422,8.81013296928602,0.673437896118901,0.254026518955131,12.3759994506836,16.7255020141601,1.82818222045899,0.6995837688446,"SP668","resident"
"Jacamerops aureus","bird","Piciformes","Galbulidae",6,"npp",-0.147277168194547,-0.148356086428044,0.333333333333333,0.480362847244843,0.398148926456597,0.308918782886065,0.188732434872606,1.1712493896484,1.2242507934571,0.83827209472657,0.45535606145859,"SP669","resident"
"Jacana jacana","bird","Charadriiformes","Jacanidae",5,"npp",-0.627112942323803,-0.736643471491375,0.5,2.20115430672501,1.29662353154314,0.831949691657687,0.352345436873492,5.139081954956,3.1107501983642,1.99263650178909,0.931556403636937,"SP670","resident"
"Junco hyemalis","bird","Passeriformes","Passerellidae",226,"npp",-0.0644900210569992,-0.0645796486848389,0.00448430493273543,4.61413175752915,5.07959483390958,740.830709527398,2558.91824639384,29.0866661071777,30.7386654019356,7888.79789888859,27244.455477275,"SP671","migratory"
"Junco phaeonotus","bird","Passeriformes","Passerellidae",6,"npp",-0.542857142857143,-0.608197662162247,0.333333333333333,3.27241877066149,2.91521695390331,1.88349783125471,0.20586456486276,9.46000099182133,7.786750793457,4.36294686794281,0.545914381742478,"SP672","resident"
"Knipolegus aterrimus","bird","Passeriformes","Tyrannidae",7,"npp",-0.335596283191925,-0.349121576617232,0.25,3.11455775421378,2.7517594242201,1.25286830384121,0.462013202308898,8.27324962615967,7.5594987869263,3.06168153882026,1.02108013629913,"SP673","migratory"
"Knipolegus poecilurus","bird","Passeriformes","Tyrannidae",5,"npp",0.859058595623578,1.28974063749425,0.5,3.39509756260207,2.88570401957833,0.656966068441349,0.31782115536027,8.202917098999,6.7184162139892,1.58955383300781,0.727872133255007,"SP674","resident"
"Lafresnaya lafresnayi","bird","Apodiformes","Trochilidae",11,"npp",0.0513155275912274,0.0513606416667709,0.125,2.62776672544617,2.65691113893386,0.617602556988287,0.320807532167742,7.37133312225345,7.3310832977295,2.04834938049316,0.972353756427764,"SP675","resident"
"Lagonosticta rubricata","bird","Passeriformes","Estrildidae",7,"npp",-0.146408388756172,-0.147468160763976,0.25,2.25185375448676,1.93145373305189,0.51358670802724,0.152521641911842,5.6235008239746,5.9337520599365,1.52128767967224,0.408984601497649,"SP676","resident"
"Lagonosticta rufopicta","bird","Passeriformes","Estrildidae",9,"npp",-0.110125683762347,-0.110574140733854,0.166666666666667,2.53101107913483,2.38841379132783,0.604687975306551,0.142936970566791,6.1324157714844,6.4345836639404,1.78303557634353,0.408984601497649,"SP677","resident"
"Lagonosticta senegala","bird","Passeriformes","Estrildidae",14,"npp",-0.148292757752898,-0.149394352218885,0.0909090909090909,6.67902059946655,6.8327847350258,0.422281513041263,0.247915775761562,19.2900009155273,20.4494161605835,1.30275216698647,0.811487734317779,"SP678","resident"
"Lagopus lagopus","bird","Galliformes","Phasianidae",12,"npp",-0.464481705343739,-0.503010810555772,0.111111111111111,3.52231987814182,3.20478370249499,4645.09120293617,13250.4931537729,15.6287870407104,14.4784846305847,16265.4396982789,38262.0066645741,"SP679","migratory"
