"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","search_string","dupli","SPID"
"Myrmotherula menetriesii","bird","Passeriformes","Thamnophilidae",5,"tmax",-0.7911818375868,-1.07458354423407,0.5,NA,"Myrmotherula menetriesiitmax","SP876"
"Myrmotherula schisticolor","bird","Passeriformes","Thamnophilidae",7,"tmax",0.70389490345445,0.87497879095347,0.25,NA,"Myrmotherula schisticolortmax","SP877"
"Myzomela jugularis","bird","Passeriformes","Meliphagidae",7,"tmax",-0.0386581925046,-0.0386774674448327,0.25,NA,"Myzomela jugularistmax","SP878"
"Myzomela obscura","bird","Passeriformes","Meliphagidae",5,"tmax",0.300192869331507,0.309731562003599,0.5,NA,"Myzomela obscuratmax","SP879"
"Myzomela rosenbergii","bird","Passeriformes","Meliphagidae",12,"tmax",0.299236366444858,0.308680657455933,0.111111111111111,NA,"Myzomela rosenbergiitmax","SP880"
"Chalcomitra amethystina","bird","Passeriformes","Nectariniidae",12,"tmax",0.171312433213038,0.173018466217195,0.111111111111111,"nectarinia amethystina","Chalcomitra amethystinatmax","SP881"
"Cinnyris bifasciatus","bird","Passeriformes","Nectariniidae",6,"tmax",-0.0726051902154879,-0.0727331750145298,0.333333333333333,"nectarinia bifasciata","Cinnyris bifasciatustmax","SP882"
"Cinnyris cupreus","bird","Passeriformes","Nectariniidae",6,"tmax",-0.871277624898794,-1.33835937211426,0.333333333333333,"nectarinia cuprea","Cinnyris cupreustmax","SP883"
"Nectarinia famosa","bird","Passeriformes","Nectariniidae",6,"tmax",-0.782708743079598,-1.05232530048047,0.333333333333333,NA,"Nectarinia famosatmax","SP884"
"Cinnyris jugularis","bird","Passeriformes","Nectariniidae",8,"tmax",-0.034721334338975,-0.0347352974524106,0.2,"nectarinia jugularis","Cinnyris jugularistmax","SP885"
"Nectarinia kilimensis","bird","Passeriformes","Nectariniidae",6,"tmax",-0.342839711096688,-0.357306939179135,0.333333333333333,NA,"Nectarinia kilimensistmax","SP886"
"Cinnyris mariquensis","bird","Passeriformes","Nectariniidae",6,"tmax",0.980543029287115,2.31146047301854,0.333333333333333,"nectarinia mariquensis","Cinnyris mariquensistmax","SP887"
"Nectarinia olivacea","bird","Passeriformes","Nectariniidae",25,"tmax",-0.249742869930526,-0.255138558607017,0.0454545454545455,NA,"Nectarinia olivaceatmax","SP888"
"Drepanorhynchus reichenowi","bird","Passeriformes","Nectariniidae",6,"tmax",-0.911831936512897,-1.53828619248799,0.333333333333333,"nectarinia reichenowi","Drepanorhynchus reichenowitmax","SP889"
"Nectarinia senegalensis","bird","Passeriformes","Nectariniidae",8,"tmax",-0.207512222322644,-0.210570212169231,0.2,NA,"Nectarinia senegalensistmax","SP890"
"Cinnyris venustus","bird","Passeriformes","Nectariniidae",12,"tmax",0.369373304742632,0.387697196523984,0.111111111111111,"nectarinia venusta","Cinnyris venustustmax","SP891"
"Cyanomitra verticalis","bird","Passeriformes","Nectariniidae",7,"tmax",-0.472640044227668,-0.513464337012494,0.25,"nectarinia verticalis","Cyanomitra verticalistmax","SP892"
"Nemosia pileata","bird","Passeriformes","Thraupidae",5,"tmax",-0.38664953248667,-0.407854605211651,0.5,NA,"Nemosia pileatatmax","SP893"
"Neocossyphus poensis","bird","Passeriformes","Turdidae",6,"tmax",0.253739829616812,0.259405967002237,0.333333333333333,NA,"Neocossyphus poensistmax","SP894"
"Neocossyphus rufus","bird","Passeriformes","Turdidae",7,"tmax",-0.120832523831262,-0.121425801566477,0.25,NA,"Neocossyphus rufustmax","SP895"
"Neopelma chrysocephalum","bird","Passeriformes","Pipridae",5,"tmax",-0.000439044179035648,-0.000439044207245624,0.5,NA,"Neopelma chrysocephalumtmax","SP896"
"Nicator chloris","bird","Passeriformes","Nicatoridae",7,"tmax",-0.180710701214921,-0.182717284835595,0.25,NA,"Nicator chloristmax","SP897"
"Nicator gularis","bird","Passeriformes","Nicatoridae",6,"tmax",0.571218991499836,0.649330352943889,0.333333333333333,NA,"Nicator gularistmax","SP898"
"Nilaus afer","bird","Passeriformes","Malaconotidae",7,"tmax",-0.434822895879538,-0.465828781211384,0.25,NA,"Nilaus afertmax","SP899"
"Niltava macgrigoriae","bird","Passeriformes","Muscicapidae",5,"tmax",0.375009065217018,0.39423922884003,0.5,NA,"Niltava macgrigoriaetmax","SP900"
"Niltava sundara","bird","Passeriformes","Muscicapidae",8,"tmax",0.163249903722001,0.164723776402546,0.2,NA,"Niltava sundaratmax","SP901"
"Nothoprocta ornata","bird","Tinamiformes","Tinamidae",7,"tmax",0.587547500999368,0.673912303501206,0.25,NA,"Nothoprocta ornatatmax","SP902"
"Nothoprocta pentlandii","bird","Tinamiformes","Tinamidae",7,"tmax",-0.51817861881721,-0.573846575663927,0.25,NA,"Nothoprocta pentlandiitmax","SP903"
"Nucifraga columbiana","bird","Passeriformes","Corvidae",15,"tmax",-0.261448652599744,-0.267662717466657,0.0833333333333333,NA,"Nucifraga columbianatmax","SP904"
"Numenius americanus","bird","Charadriiformes","Scolopacidae",8,"tmax",-0.0577372213233591,-0.0578015072990244,0.2,NA,"Numenius americanustmax","SP905"
"Numenius phaeopus","bird","Charadriiformes","Scolopacidae",6,"tmax",0.2,0.202732554054082,0.333333333333333,NA,"Numenius phaeopustmax","SP906"
"Numida meleagris","bird","Galliformes","Numididae",10,"tmax",-0.366156960811427,-0.383977793713435,0.142857142857143,NA,"Numida meleagristmax","SP907"
"Nyctibius griseus","bird","Caprimulgiformes","Nyctibiidae",6,"tmax",-0.84066800169605,-1.22344688208782,0.333333333333333,NA,"Nyctibius griseustmax","SP908"
"Nycticorax nycticorax","bird","Pelecaniformes","Ardeidae",18,"tmax",-0.53033129133033,-0.59060597511828,0.0666666666666667,NA,"Nycticorax nycticoraxtmax","SP909"
"Nyctidromus albicollis","bird","Caprimulgiformes","Caprimulgidae",15,"tmax",-0.712061281493909,-0.891352838398354,0.0833333333333333,NA,"Nyctidromus albicollistmax","SP910"
"Nyctipolus nigrescens","bird","Caprimulgiformes","Caprimulgidae",6,"tmax",-0.072970065947919,-0.0730999941732534,0.333333333333333,NA,"Nyctipolus nigrescenstmax","SP911"
"Ochthoeca cinnamomeiventris","bird","Passeriformes","Tyrannidae",11,"tmax",-0.142135287527273,-0.14310421967506,0.125,NA,"Ochthoeca cinnamomeiventristmax","SP912"
"Ochthoeca diadema","bird","Passeriformes","Tyrannidae",9,"tmax",-0.166481371157355,-0.168045534695456,0.166666666666667,NA,"Ochthoeca diadematmax","SP913"
"Silvicultrix frontalis","bird","Passeriformes","Tyrannidae",8,"tmax",-0.298589383777906,-0.307970195780361,0.2,"ochthoeca frontalis","Silvicultrix frontalistmax","SP914"
"Ochthoeca fumicolor","bird","Passeriformes","Tyrannidae",13,"tmax",-0.0164740630229413,-0.0164755535904204,0.1,NA,"Ochthoeca fumicolortmax","SP915"
"Ochthoeca leucophrys","bird","Passeriformes","Tyrannidae",17,"tmax",0.41169069923869,0.437645255613304,0.0714285714285714,NA,"Ochthoeca leucophrystmax","SP916"
"Ochthoeca oenanthoides","bird","Passeriformes","Tyrannidae",9,"tmax",0.119119979743047,0.119688246132892,0.166666666666667,NA,"Ochthoeca oenanthoidestmax","SP917"
"Ochthoeca rufipectoralis","bird","Passeriformes","Tyrannidae",18,"tmax",0.258194651754237,0.26417314078186,0.0666666666666667,NA,"Ochthoeca rufipectoralistmax","SP918"
"Ocreatus underwoodii","bird","Apodiformes","Trochilidae",9,"tmax",-0.424336402610402,-0.452968922043754,0.166666666666667,NA,"Ocreatus underwoodiitmax","SP919"
"Oedistoma iliolophus","bird","Passeriformes","Melanocharitidae",17,"tmax",-0.415389128085892,-0.442106662381604,0.0714285714285714,NA,"Oedistoma iliolophustmax","SP920"
"Oena capensis","bird","Columbiformes","Columbidae",13,"tmax",-0.716407129430972,-0.900224425757931,0.1,NA,"Oena capensistmax","SP921"
"Oenanthe deserti","bird","Passeriformes","Muscicapidae",7,"tmax",-0.0453862748833717,-0.0454174773973799,0.25,NA,"Oenanthe desertitmax","SP922"
"Oenanthe isabellina","bird","Passeriformes","Muscicapidae",12,"tmax",-0.218341501426748,-0.22191392261976,0.111111111111111,NA,"Oenanthe isabellinatmax","SP923"
"Oenanthe oenanthe","bird","Passeriformes","Muscicapidae",17,"tmax",-0.470802382341907,-0.511100719367129,0.0714285714285714,NA,"Oenanthe oenanthetmax","SP924"
"Oenanthe pleschanka","bird","Passeriformes","Muscicapidae",5,"tmax",0.477799215732636,0.520128542769385,0.5,NA,"Oenanthe pleschankatmax","SP925"
"Onychorhynchus coronatus","bird","Passeriformes","Tyrannidae",9,"tmax",0.336149703790947,0.349745367507099,0.166666666666667,NA,"Onychorhynchus coronatustmax","SP926"
"Oporornis agilis","bird","Passeriformes","Parulidae",5,"tmax",-0.442992773652888,-0.475948168680724,0.5,NA,"Oporornis agilistmax","SP927"
"Geothlypis formosa","bird","Passeriformes","Parulidae",21,"tmax",-0.282221765708852,-0.290094475621642,0.0555555555555556,"oporornis formosus","Geothlypis formosatmax","SP928"
"Geothlypis philadelphia","bird","Passeriformes","Parulidae",26,"tmax",-0.0913777821191011,-0.0916333957074865,0.0434782608695652,"oporornis philadelphia","Geothlypis philadelphiatmax","SP929"
"Geothlypis tolmiei","bird","Passeriformes","Parulidae",48,"tmax",-0.0929105368679279,-0.0931792761384381,0.0222222222222222,"oporornis tolmiei","Geothlypis tolmieitmax","SP930"
"Oreomanes fraseri","bird","Passeriformes","Thraupidae",6,"tmax",0.356593551367151,0.372977728738681,0.333333333333333,NA,"Oreomanes fraseritmax","SP931"
"Oreortyx pictus","bird","Galliformes","Odontophoridae",15,"tmax",0.386321024632208,0.407468411218289,0.0833333333333333,NA,"Oreortyx pictustmax","SP932"
"Oreoscoptes montanus","bird","Passeriformes","Mimidae",14,"tmax",0.298563129985829,0.307941372452562,0.0909090909090909,NA,"Oreoscoptes montanustmax","SP933"
"Oreoscopus gutturalis","bird","Passeriformes","Acanthizidae",9,"tmax",0.613681842281218,0.714806216449451,0.166666666666667,NA,"Oreoscopus gutturalistmax","SP934"
"Oreotrochilus estella","bird","Apodiformes","Trochilidae",10,"tmax",-0.0324878624975748,-0.032499299634205,0.142857142857143,NA,"Oreotrochilus estellatmax","SP935"
"Notiochelidon murina","bird","Passeriformes","Hirundinidae",10,"tmax",0.107385438865574,0.10780109506656,0.142857142857143,"orochelidon murina","Notiochelidon murinatmax","SP936"
"Ortalis motmot","bird","Galliformes","Cracidae",5,"tmax",0.6,0.693147180559945,0.5,NA,"Ortalis motmottmax","SP937"
"Orthonyx spaldingii","bird","Passeriformes","Orthonychidae",5,"tmax",0.482758620689655,0.526574957295676,0.5,NA,"Orthonyx spaldingiitmax","SP938"
"Orthorhyncus cristatus","bird","Apodiformes","Trochilidae",7,"tmax",0.364599588112886,0.382180476238015,0.25,NA,"Orthorhyncus cristatustmax","SP939"
"Orthotomus sericeus","bird","Passeriformes","Cisticolidae",6,"tmax",-0.0431239551881202,-0.0431507172435174,0.333333333333333,NA,"Orthotomus sericeustmax","SP940"
"Ortygospiza atricollis","bird","Passeriformes","Estrildidae",5,"tmax",-0.200971430342031,-0.203744665838407,0.5,NA,"Ortygospiza atricollistmax","SP941"
"Sporophila angolensis","bird","Passeriformes","Thraupidae",12,"tmax",-0.632714568569599,-0.745929999998872,0.111111111111111,"oryzoborus angolensis","Sporophila angolensistmax","SP942"
"Otus bakkamoena","bird","Strigiformes","Strigidae",5,"tmax",-0.6,-0.693147180559945,0.5,NA,"Otus bakkamoenatmax","SP943"
"Megascops choliba","bird","Strigiformes","Strigidae",7,"tmax",0.133010695881246,0.133803530627206,0.25,"otus choliba","Megascops cholibatmax","SP944"
"Otus flammeolus","bird","Strigiformes","Strigidae",14,"tmax",-0.191208791208791,-0.193591531635358,0.0909090909090909,NA,"Otus flammeolustmax","SP945"
"Otus megalotis","bird","Strigiformes","Strigidae",5,"tmax",0.844287301715992,1.23591778195225,0.5,NA,"Otus megalotistmax","SP946"
"Oxyura jamaicensis","bird","Anseriformes","Anatidae",17,"tmax",-0.186414867401713,-0.188620375652062,0.0714285714285714,NA,"Oxyura jamaicensistmax","SP947"
"Pachycephala hyperythra","bird","Passeriformes","Pachycephalidae",5,"tmax",0.0506080007317463,0.0506512724736604,0.5,NA,"Pachycephala hyperythratmax","SP948"
"Pachycephala melanura","bird","Passeriformes","Pachycephalidae",5,"tmax",0.16770872590882,0.169308142589614,0.5,NA,"Pachycephala melanuratmax","SP949"
"Pachycephala pectoralis","bird","Passeriformes","Pachycephalidae",36,"tmax",0.571362512110532,0.649543409484076,0.0303030303030303,NA,"Pachycephala pectoralistmax","SP950"
"Pachycephala philippinensis","bird","Passeriformes","Pachycephalidae",5,"tmax",0.71473459399977,0.896796797945033,0.5,NA,"Pachycephala philippinensistmax","SP951"
"Pachycephala rufiventris","bird","Passeriformes","Pachycephalidae",8,"tmax",-0.450039436046342,-0.484749729282373,0.2,NA,"Pachycephala rufiventristmax","SP952"
"Pachycephala schlegelii","bird","Passeriformes","Pachycephalidae",9,"tmax",-0.443820371559793,-0.476978300240075,0.166666666666667,NA,"Pachycephala schlegeliitmax","SP953"
"Pachycephala simplex","bird","Passeriformes","Pachycephalidae",8,"tmax",-0.77510466955033,-1.03298978648344,0.2,NA,"Pachycephala simplextmax","SP954"
"Pachycephala soror","bird","Passeriformes","Pachycephalidae",8,"tmax",-0.621652272046739,-0.72769357074986,0.2,NA,"Pachycephala sorortmax","SP955"
"Pachycephalopsis poliosoma","bird","Passeriformes","Petroicidae",5,"tmax",0.792624633617098,1.0784527926959,0.5,NA,"Pachycephalopsis poliosomatmax","SP956"
"Pachyramphus minor","bird","Passeriformes","Tityridae",5,"tmax",0.1,0.100335347731076,0.5,NA,"Pachyramphus minortmax","SP957"
"Pachyramphus polychopterus","bird","Passeriformes","Tityridae",13,"tmax",-0.487942911649816,-0.533356864661296,0.1,NA,"Pachyramphus polychopterustmax","SP958"
"Pachyramphus viridis","bird","Passeriformes","Tityridae",7,"tmax",-0.677539332734081,-0.824551074486334,0.25,NA,"Pachyramphus viridistmax","SP959"
"Pandion haliaetus","bird","Accipitriformes","Pandionidae",17,"tmax",-0.0558183925895813,-0.0558764721940139,0.0714285714285714,NA,"Pandion haliaetustmax","SP960"
"Parkesia noveboracensis","bird","Passeriformes","Parulidae",44,"tmax",-0.0236968704327703,-0.0237013075212178,0.024390243902439,NA,"Parkesia noveboracensistmax","SP961"
"Paroaria capitata","bird","Passeriformes","Thraupidae",6,"tmax",-0.6,-0.693147180559945,0.333333333333333,NA,"Paroaria capitatatmax","SP962"
"Paroaria coronata","bird","Passeriformes","Thraupidae",5,"tmax",-0.868317348650954,-1.32619930985124,0.5,NA,"Paroaria coronatatmax","SP963"
"Setophaga pitiayumi","bird","Passeriformes","Parulidae",14,"tmax",-0.626316203298024,-0.735331380864677,0.0909090909090909,"parula pitiayumi","Setophaga pitiayumitmax","SP964"
"Poecile carolinensis","bird","Passeriformes","Paridae",44,"tmax",-0.226723980629437,-0.230733202189861,0.024390243902439,"parus carolinensis","Poecile carolinensistmax","SP965"
"Pardaliparus elegans","bird","Passeriformes","Paridae",6,"tmax",-0.273145489578407,-0.280259773243497,0.333333333333333,"parus elegans","Pardaliparus eleganstmax","SP966"
"Poecile gambeli","bird","Passeriformes","Paridae",46,"tmax",-0.203197193161932,-0.206065195739819,0.0232558139534884,"parus gambeli","Poecile gambelitmax","SP967"
"Poecile hudsonicus","bird","Passeriformes","Paridae",10,"tmax",-0.601035746085485,-0.694767108203233,0.142857142857143,"parus hudsonicus","Poecile hudsonicustmax","SP968"
"Parus major","bird","Passeriformes","Paridae",30,"tmax",-0.453255820116608,-0.488790348451159,0.037037037037037,NA,"Parus majortmax","SP969"
"Parus monticolus","bird","Passeriformes","Paridae",9,"tmax",0.194314467497998,0.19681706210041,0.166666666666667,NA,"Parus monticolustmax","SP970"
"Machlolophus spilonotus","bird","Passeriformes","Paridae",5,"tmax",-0.442963204526281,-0.475911380659059,0.5,"parus spilonotus","Machlolophus spilonotustmax","SP971"
"Passer domesticus","bird","Passeriformes","Passeridae",120,"tmax",-0.323074201439758,-0.335075792344755,0.00854700854700855,NA,"Passer domesticustmax","SP972"
"Passer griseus","bird","Passeriformes","Passeridae",7,"tmax",-0.0106704555163334,-0.0106708605184515,0.25,NA,"Passer griseustmax","SP973"
"Passer montanus","bird","Passeriformes","Passeridae",27,"tmax",-0.249381170765808,-0.254752836180622,0.0416666666666667,NA,"Passer montanustmax","SP974"
"Passerculus sandwichensis","bird","Passeriformes","Passerellidae",119,"tmax",-0.0178971495562121,-0.017899060790037,0.00862068965517241,NA,"Passerculus sandwichensistmax","SP975"
"Passerella iliaca","bird","Passeriformes","Passerellidae",106,"tmax",-0.0706675513831237,-0.0707855407498827,0.00970873786407767,NA,"Passerella iliacatmax","SP976"
"Passerina amoena","bird","Passeriformes","Cardinalidae",28,"tmax",-0.2793234670601,-0.286948137954459,0.04,NA,"Passerina amoenatmax","SP977"
"Passerina caerulea","bird","Passeriformes","Cardinalidae",22,"tmax",0.14463480142108,0.145656201903227,0.0526315789473684,NA,"Passerina caeruleatmax","SP978"
"Passerina ciris","bird","Passeriformes","Cardinalidae",31,"tmax",0.0522010196381775,0.0522485123057837,0.0357142857142857,NA,"Passerina ciristmax","SP979"
"Passerina cyanea","bird","Passeriformes","Cardinalidae",80,"tmax",-0.0533547758388097,-0.0534054914089934,0.012987012987013,NA,"Passerina cyaneatmax","SP980"
"Patagioenas fasciata","bird","Columbiformes","Columbidae",27,"tmax",-0.571583621634331,-0.649871748424306,0.0416666666666667,NA,"Patagioenas fasciatatmax","SP981"
"Patagioenas plumbea","bird","Columbiformes","Columbidae",9,"tmax",-0.278536682235201,-0.286094975323135,0.166666666666667,NA,"Patagioenas plumbeatmax","SP982"
"Patagioenas speciosa","bird","Columbiformes","Columbidae",5,"tmax",0.175395109360322,0.177227641080453,0.5,NA,"Patagioenas speciosatmax","SP983"
"Patagona gigas","bird","Apodiformes","Trochilidae",13,"tmax",-0.590140975943486,-0.677882349296657,0.1,NA,"Patagona gigastmax","SP984"
"Peneothello cyanus","bird","Passeriformes","Petroicidae",15,"tmax",-0.383910957023477,-0.404638646661698,0.0833333333333333,NA,"Peneothello cyanustmax","SP985"
"Percnostola rufifrons","bird","Passeriformes","Thamnophilidae",7,"tmax",-0.255734377280212,-0.261538925351969,0.25,NA,"Percnostola rufifronstmax","SP986"
"Perdix perdix","bird","Galliformes","Phasianidae",11,"tmax",-0.159549316996653,-0.160924206716807,0.125,NA,"Perdix perdixtmax","SP987"
"Periparus ater","bird","Passeriformes","Paridae",8,"tmax",0.753528599435643,0.981069707330839,0.2,NA,"Periparus atertmax","SP988"
"Perisoreus canadensis","bird","Passeriformes","Corvidae",24,"tmax",-0.14836209760246,-0.14946525193496,0.0476190476190476,NA,"Perisoreus canadensistmax","SP989"
"Perissocephalus tricolor","bird","Passeriformes","Cotingidae",5,"tmax",0.165926395237203,0.167474792736774,0.5,NA,"Perissocephalus tricolortmax","SP990"
"Petrochelidon fulva","bird","Passeriformes","Hirundinidae",8,"tmax",0.816339976237275,1.14574620082702,0.2,NA,"Petrochelidon fulvatmax","SP991"
"Petrochelidon pyrrhonota","bird","Passeriformes","Hirundinidae",43,"tmax",-0.288169942084023,-0.296569320176005,0.025,NA,"Petrochelidon pyrrhonotatmax","SP992"
"Petroica multicolor","bird","Passeriformes","Petroicidae",6,"tmax",-0.733462893142352,-0.936181443749367,0.333333333333333,NA,"Petroica multicolortmax","SP993"
"Gymnoris dentata","bird","Passeriformes","Passeridae",5,"tmax",-0.99130574338511,-2.71694160327402,0.5,"petronia dentata","Gymnoris dentatatmax","SP994"
"Peucaea cassinii","bird","Passeriformes","Passerellidae",9,"tmax",0.0841567562776446,0.0843562809674475,0.166666666666667,NA,"Peucaea cassiniitmax","SP995"
"Peucedramus taeniatus","bird","Passeriformes","Peucedramidae",6,"tmax",-0.873762483411889,-1.34876926344957,0.333333333333333,NA,"Peucedramus taeniatustmax","SP996"
"Phacellodomus ruber","bird","Passeriformes","Furnariidae",6,"tmax",-0.589808448664828,-0.677372283222698,0.333333333333333,NA,"Phacellodomus rubertmax","SP997"
"Phacellodomus rufifrons","bird","Passeriformes","Furnariidae",5,"tmax",-0.620613276166037,-0.726001928882458,0.5,NA,"Phacellodomus rufifronstmax","SP998"
"Phaenicophilus palmarum","bird","Passeriformes","Phaenicophilidae",8,"tmax",-0.763904414957976,-1.00552415208786,0.2,NA,"Phaenicophilus palmarumtmax","SP999"
"Phaeomyias murina","bird","Passeriformes","Tyrannidae",9,"tmax",-0.65429236987928,-0.782767603556745,0.166666666666667,NA,"Phaeomyias murinatmax","SP1000"
"Phaethornis bourcieri","bird","Apodiformes","Trochilidae",14,"tmax",0.0266772933828209,0.0266836246339702,0.0909090909090909,NA,"Phaethornis bourcieritmax","SP1001"
"Phaethornis eurynome","bird","Apodiformes","Trochilidae",5,"tmax",-0.447213595499958,-0.481211825059603,0.5,NA,"Phaethornis eurynometmax","SP1002"
"Phaethornis guy","bird","Apodiformes","Trochilidae",14,"tmax",0.0379853055780397,0.0380035908669018,0.0909090909090909,NA,"Phaethornis guytmax","SP1003"
"Phaethornis longirostris","bird","Apodiformes","Trochilidae",6,"tmax",-0.413375580923644,-0.439675683720543,0.333333333333333,NA,"Phaethornis longirostristmax","SP1004"
"Phaethornis malaris","bird","Apodiformes","Trochilidae",10,"tmax",0.277375284859293,0.284836335867079,0.142857142857143,NA,"Phaethornis malaristmax","SP1005"
"Phaethornis ruber","bird","Apodiformes","Trochilidae",7,"tmax",0.749149086181655,0.97101295919373,0.25,NA,"Phaethornis rubertmax","SP1006"
"Phaethornis superciliosus","bird","Apodiformes","Trochilidae",21,"tmax",-0.171992774532688,-0.173719462143237,0.0555555555555556,NA,"Phaethornis superciliosustmax","SP1007"
"Phaetusa simplex","bird","Charadriiformes","Laridae",5,"tmax",-0.714568043802162,-0.896456394869309,0.5,NA,"Phaetusa simplextmax","SP1008"
"Phainopepla nitens","bird","Passeriformes","Ptiliogonatidae",12,"tmax",0.777828885513164,1.03985015031378,0.111111111111111,NA,"Phainopepla nitenstmax","SP1009"
"Nannopterum auritus","bird","Suliformes","Phalacrocoracidae",23,"tmax",-0.591428265733381,-0.679859834687043,0.05,"phalacrocorax auritus","Nannopterum auritustmax","SP1010"
"Phalaenoptilus nuttallii","bird","Caprimulgiformes","Caprimulgidae",55,"tmax",0.0581503286602897,0.0582160063145232,0.0192307692307692,NA,"Phalaenoptilus nuttalliitmax","SP1011"
"Phalaropus fulicaria","bird","Charadriiformes","Scolopacidae",18,"tmax",-0.417246495435123,-0.444353444335968,0.0666666666666667,"phalaropus fulicarius","Phalaropus fulicariatmax","SP1012"
"Phalaropus lobatus","bird","Charadriiformes","Scolopacidae",22,"tmax",0.158942063624358,0.160301153190698,0.0526315789473684,NA,"Phalaropus lobatustmax","SP1013"
"Phapitreron leucotis","bird","Columbiformes","Columbidae",8,"tmax",-0.00984888137135666,-0.00984919983858026,0.2,NA,"Phapitreron leucotistmax","SP1014"
"Phasianus colchicus","bird","Galliformes","Phasianidae",31,"tmax",-0.185067010019424,-0.187224355766104,0.0357142857142857,NA,"Phasianus colchicustmax","SP1015"
"Pheucticus aureoventris","bird","Passeriformes","Cardinalidae",10,"tmax",0.0974641999588477,0.0977745838669496,0.142857142857143,NA,"Pheucticus aureoventristmax","SP1016"
"Pheucticus chrysogaster","bird","Passeriformes","Cardinalidae",6,"tmax",-0.641640839398559,-0.760957903537464,0.333333333333333,NA,"Pheucticus chrysogastertmax","SP1017"
"Pheucticus ludovicianus","bird","Passeriformes","Cardinalidae",72,"tmax",0.055209925800805,0.0552661244030025,0.0144927536231884,NA,"Pheucticus ludovicianustmax","SP1018"
"Pheucticus melanocephalus","bird","Passeriformes","Cardinalidae",85,"tmax",-0.348494533200968,-0.363729150480349,0.0121951219512195,NA,"Pheucticus melanocephalustmax","SP1019"
"Pheugopedius coraya","bird","Passeriformes","Troglodytidae",9,"tmax",0.62776904439387,0.737725580922867,0.166666666666667,NA,"Pheugopedius corayatmax","SP1020"
"Thryothorus maculipectus","bird","Passeriformes","Troglodytidae",10,"tmax",0.335099934881457,0.348562337138006,0.142857142857143,"pheugopedius maculipectus","Thryothorus maculipectustmax","SP1021"
"Philohydor lictor","bird","Passeriformes","Tyrannidae",5,"tmax",0.0130853788258734,0.0130861257599385,0.5,NA,"Philohydor lictortmax","SP1022"
"Philydor erythrocercum","bird","Passeriformes","Furnariidae",8,"tmax",-0.00355925912462347,-0.00355927415468874,0.2,NA,"Philydor erythrocercumtmax","SP1023"
"Philydor lichtensteini","bird","Passeriformes","Furnariidae",7,"tmax",0.548000573788533,0.615519257213131,0.25,NA,"Philydor lichtensteinitmax","SP1024"
"Phlegopsis nigromaculata","bird","Passeriformes","Thamnophilidae",6,"tmax",0.219759307330878,0.22340318838133,0.333333333333333,NA,"Phlegopsis nigromaculatatmax","SP1025"
"Phoeniculus purpureus","bird","Bucerotiformes","Phoeniculidae",9,"tmax",-0.563294005443834,-0.637645114341304,0.166666666666667,NA,"Phoeniculus purpureustmax","SP1026"
"Phoenicurus auroreus","bird","Passeriformes","Muscicapidae",9,"tmax",-0.32477146237607,-0.336972017245622,0.166666666666667,NA,"Phoenicurus auroreustmax","SP1027"
"Phoenicurus ochruros","bird","Passeriformes","Muscicapidae",5,"tmax",0.9999999,8.40562139102231,0.5,NA,"Phoenicurus ochrurostmax","SP1028"
"Phoenicurus phoenicurus","bird","Passeriformes","Muscicapidae",8,"tmax",-0.399060146016562,-0.422530556464934,0.2,NA,"Phoenicurus phoenicurustmax","SP1029"
"Phrygilus plebejus","bird","Passeriformes","Thraupidae",9,"tmax",-0.761298295557345,-0.999295905088866,0.166666666666667,NA,"Phrygilus plebejustmax","SP1030"
"Phrygilus punensis","bird","Passeriformes","Thraupidae",9,"tmax",0.146097137325936,0.147150106184621,0.166666666666667,NA,"Phrygilus punensistmax","SP1031"
"Phrygilus unicolor","bird","Passeriformes","Thraupidae",7,"tmax",-0.546965010512774,-0.614040435346056,0.25,NA,"Phrygilus unicolortmax","SP1032"
"Phyllastrephus fischeri","bird","Passeriformes","Pycnonotidae",14,"tmax",-0.359254262877678,-0.376029389973706,0.0909090909090909,NA,"Phyllastrephus fischeritmax","SP1033"
"Phyllastrephus icterinus","bird","Passeriformes","Pycnonotidae",7,"tmax",0.00165649146285187,0.00165649297797197,0.25,NA,"Phyllastrephus icterinustmax","SP1034"
"Phyllastrephus strepitans","bird","Passeriformes","Pycnonotidae",7,"tmax",0.146103874596838,0.147156990401597,0.25,NA,"Phyllastrephus strepitanstmax","SP1035"
"Phyllastrephus terrestris","bird","Passeriformes","Pycnonotidae",11,"tmax",-0.040783101941761,-0.0408057355198573,0.125,NA,"Phyllastrephus terrestristmax","SP1036"
"Phyllergates cucullatus","bird","Passeriformes","Scotocercidae",5,"tmax",-0.862907487446925,-1.30461886974347,0.5,NA,"Phyllergates cucullatustmax","SP1037"
"Phyllomyias nigrocapillus","bird","Passeriformes","Tyrannidae",6,"tmax",-0.538409945313635,-0.601913744655587,0.333333333333333,NA,"Phyllomyias nigrocapillustmax","SP1038"
"Phyllomyias uropygialis","bird","Passeriformes","Tyrannidae",6,"tmax",-0.281332742473586,-0.289128777385817,0.333333333333333,NA,"Phyllomyias uropygialistmax","SP1039"
"Phylloscartes ventralis","bird","Passeriformes","Tyrannidae",13,"tmax",0.211013166926797,0.214231491839713,0.1,NA,"Phylloscartes ventralistmax","SP1040"
