"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"9917","Galerida cristata","bird","Passeriformes","Alaudidae",17,"pet",-0.71597526073094,-0.899337759325429,0.0714285714285714
"9918","Gallicolumba beccarii","bird","Columbiformes","Columbidae",6,"pet",-0.547472002530818,-0.614764139122496,0.333333333333333
"9919","Gallinago delicata","bird","Charadriiformes","Scolopacidae",21,"pet",-0.328334334078889,-0.340960180086236,0.0555555555555556
"9920","Gallinago gallinago","bird","Charadriiformes","Scolopacidae",21,"pet",0.0341413304784209,0.0341546051551127,0.0555555555555556
"9921","Gallinago paraguaiae","bird","Charadriiformes","Scolopacidae",7,"pet",-0.141697212051029,-0.142657139905284,0.25
"9922","Gallinula chloropus","bird","Gruiformes","Rallidae",20,"pet",0.101920484033687,0.102275609415729,0.0588235294117647
"9923","Gallinula galeata","bird","Gruiformes","Rallidae",5,"pet",0.8,1.09861228866811,0.5
"9924","Gambelia wislizenii","reptile","Squamata","Crotaphytidae",8,"pet",-0.0684490699424441,-0.068556272377351,0.2
"9925","Garrulus glandarius","bird","Passeriformes","Corvidae",9,"pet",-0.345553924590807,-0.360385927827529,0.166666666666667
"9926","Gavia immer","bird","Gaviiformes","Gaviidae",18,"pet",-0.21935713622165,-0.222980648381124,0.0666666666666667
"9927","Gavia pacifica","bird","Gaviiformes","Gaviidae",9,"pet",-0.336825254017738,-0.350507172219981,0.166666666666667
"9928","Gavia stellata","bird","Gaviiformes","Gaviidae",8,"pet",0.107828731912872,0.108249581271049,0.2
"9929","Geococcyx californianus","bird","Cuculiformes","Cuculidae",17,"pet",0.0134529090278914,0.0134537206886027,0.0714285714285714
"9930","Geomys arenarius","mammal","Rodentia","Geomyidae",10,"pet",0.324558900658307,0.336734409939113,0.142857142857143
"9931","Geomys bursarius","mammal","Rodentia","Geomyidae",149,"pet",-0.367660642478986,-0.385715395452912,0.00684931506849315
"9932","Geomys knoxjonesi","mammal","Rodentia","Geomyidae",15,"pet",0.0555242509619661,0.0555814160980467,0.0833333333333333
"9933","Geomys lutescens","mammal","Rodentia","Geomyidae",14,"pet",0.239126052182973,0.243846954766292,0.0909090909090909
"9934","Geothlypis aequinoctialis","bird","Passeriformes","Parulidae",13,"pet",0.0697254941573954,0.0698388184294694,0.1
"9935","Geothlypis trichas","bird","Passeriformes","Parulidae",89,"pet",-0.12647821935056,-0.127159180354114,0.0116279069767442
"9936","Geotrygon montana","bird","Columbiformes","Columbidae",19,"pet",-0.280096040531763,-0.287786286139451,0.0625
"9937","Geranospiza caerulescens","bird","Accipitriformes","Accipitridae",5,"pet",0.9,1.47221948958322,0.5
"9938","Gerarda prevostiana","reptile","Squamata","Homalopsidae",6,"pet",-0.714285714285714,-0.895879734614027,0.333333333333333
"9939","Gerbillurus paeba","mammal","Rodentia","Muridae",7,"pet",0.763240804097347,1.00393259359942,0.25
"9940","Gerbillurus setzeri","mammal","Rodentia","Muridae",9,"pet",0.361282441182288,0.378360077092471,0.166666666666667
"9941","Gerygone chrysogaster","bird","Passeriformes","Acanthizidae",5,"pet",0.586505707564941,0.672322748645048,0.5
"9942","Glaucidium brasilianum","bird","Strigiformes","Strigidae",44,"pet",0.0358559659402019,0.0358713438820509,0.024390243902439
"9943","Glaucidium gnoma","bird","Strigiformes","Strigidae",26,"pet",0.16198417415274,0.163423666133098,0.0434782608695652
"9944","Glaucidium peruanum","bird","Strigiformes","Strigidae",8,"pet",0.147332646158479,0.148412794894005,0.2
"9945","Glaucis hirsutus","bird","Caprimulgiformes","Trochilidae",13,"pet",0.503805548049003,0.554393158084537,0.1
"9946","Glaucomys sabrinus","mammal","Rodentia","Sciuridae",227,"pet",-0.286632626611115,-0.294893589762896,0.00446428571428571
"9947","Glaucomys volans","mammal","Rodentia","Sciuridae",19,"pet",0.13164869213028,0.132417251304385,0.0625
"9948","Glossophaga commissarisi","mammal","Chiroptera","Phyllostomidae",17,"pet",0.365296248761897,0.382984179791111,0.0714285714285714
"9949","Glossophaga glossophaga","mammal","Chiroptera","Phyllostomidae",7,"pet",-0.0763532581641618,-0.076502154587141,0.25
"9950","Glossophaga leachii","mammal","Chiroptera","Phyllostomidae",7,"pet",-0.133270188762236,-0.134067706389034,0.25
"9951","Glossophaga longirostris","mammal","Chiroptera","Phyllostomidae",14,"pet",-0.105453107432481,-0.105846628543493,0.0909090909090909
"9952","Glossophaga soricina","mammal","Chiroptera","Phyllostomidae",42,"pet",0.048253480578846,0.0482909840954794,0.0256410256410256
"9953","Glyphorynchus spirurus","bird","Passeriformes","Furnariidae",41,"pet",0.0367156430870686,0.0367321544767532,0.0263157894736842
"9954","Grallaria andicolus","bird","Passeriformes","Formicariidae",11,"pet",0.210530495750952,0.213726381232262,0.125
"9955","Grallaria rufula","bird","Passeriformes","Formicariidae",9,"pet",0.738931796973192,0.948122303219128,0.166666666666667
"9956","Grallaria squamigera","bird","Passeriformes","Formicariidae",5,"pet",-0.1,-0.100335347731076,0.5
"9957","Grallaricula nana","bird","Passeriformes","Formicariidae",5,"pet",-0.471200251495628,-0.511612015647762,0.5
"9958","Grampus griseus","mammal","Cetacea","Delphinidae",7,"pet",-0.214290125349086,-0.217663658994042,0.25
"9959","Grus canadensis","bird","Gruiformes","Gruidae",33,"pet",-0.253440160299925,-0.259085702125241,0.0333333333333333
"9960","Gubernetes yetapa","bird","Passeriformes","Tyrannidae",5,"pet",-0.449048622295491,-0.483507967994225,0.5
"9961","Gulo gulo","mammal","Carnivora","Mustelidae",17,"pet",-0.10285095558506,-0.103215938351483,0.0714285714285714
"9962","Gymnopithys rufigula","bird","Passeriformes","Thamnophilidae",10,"pet",0.112283026870745,0.112758497378763,0.142857142857143
"9963","Gymnorhinus cyanocephalus","bird","Passeriformes","Corvidae",5,"pet",0.426498418220705,0.455608683559189,0.5
"9964","Gyrinophilus porphyriticus","amphibian","Caudata","Plethodontidae",5,"pet",-0.612862958340787,-0.713493685311817,0.5
"9965","Habia fuscicauda","bird","Passeriformes","Cardinalidae",6,"pet",-0.0851404449774226,-0.0853470691286373,0.333333333333333
"9966","Habia rubica","bird","Passeriformes","Cardinalidae",17,"pet",-0.509820337566483,-0.562486979528201,0.0714285714285714
"9967","Habromys lophurus","mammal","Rodentia","Cricetidae",9,"pet",-0.542451205746791,-0.607622294459016,0.166666666666667
"9968","Haematopus palliatus","bird","Charadriiformes","Haematopodidae",6,"pet",-0.714285714285714,-0.895879734614027,0.333333333333333
"9969","Halcyon albiventris","bird","Coraciiformes","Alcedinidae",9,"pet",-0.0460510289679219,-0.0460836238828087,0.166666666666667
"9970","Halcyon leucocephala","bird","Coraciiformes","Alcedinidae",5,"pet",0.0900219656250163,0.0902663328997989,0.5
"9971","Halcyon malimbica","bird","Coraciiformes","Alcedinidae",8,"pet",0.123880939718379,0.124520552030601,0.2
"9972","Halcyon sanctus","bird","Coraciiformes","Alcedinidae",6,"pet",-0.796333012410731,-1.08850820219207,0.333333333333333
"9973","Halcyon senegalensis","bird","Coraciiformes","Alcedinidae",6,"pet",0.175226365151187,0.177053546266143,0.333333333333333
"9974","Halcyon smyrnensis","bird","Coraciiformes","Alcedinidae",6,"pet",0.314285714285714,0.325293783070575,0.333333333333333
"9975","Haplonycteris fischeri","mammal","Chiroptera","Pteropodidae",12,"pet",-0.242557319885036,-0.247489512452884,0.111111111111111
"9976","Haplospiza rustica","bird","Passeriformes","Thraupidae",6,"pet",-0.201959619411893,-0.204774660810647,0.333333333333333
"9977","Harpyionycteris whiteheadi","mammal","Chiroptera","Pteropodidae",5,"pet",0.23385838772872,0.238267207040344,0.5
"9978","Heliangelus amethysticollis","bird","Apodiformes","Trochilidae",10,"pet",-0.222183738437676,-0.225952079293511,0.142857142857143
"9979","Heliodoxa leadbeateri","bird","Apodiformes","Trochilidae",10,"pet",-0.0186984780373481,-0.0187006576967765,0.142857142857143
"9980","Heliodoxa xanthogonys","bird","Apodiformes","Trochilidae",6,"pet",-0.663871674751169,-0.799704746217401,0.333333333333333
"9981","Heliomaster longirostris","bird","Apodiformes","Trochilidae",5,"pet",0.360577030763714,0.377549008490904,0.5
"9982","Heliothryx auritus","bird","Apodiformes","Trochilidae",5,"pet",0.7,0.867300527694053,0.5
"9983","Hellmayrea gularis","bird","Passeriformes","Furnariidae",7,"pet",0.464974169946339,0.503638931827556,0.25
"9984","Helmitheros vermivorum","bird","Passeriformes","Parulidae",21,"pet",0.183396492974678,0.185495146589116,0.0555555555555556
"9985","Hemidactylus mabouia","reptile","Squamata","Gekkonidae",16,"pet",0.131083674705689,0.131842312094856,0.0769230769230769
"9986","Hemiechinus auritus","mammal","Erinaceomorpha","Erinaceidae",5,"pet",0.00124576403992649,0.00124576468437241,0.5
"9987","Hemispingus atropileus","bird","Passeriformes","Thraupidae",13,"pet",-0.0604230745838591,-0.0604967699193143,0.1
"9988","Hemispingus melanotis","bird","Passeriformes","Thraupidae",7,"pet",-0.591064697932569,-0.679300867291625,0.25
"9989","Hemispingus superciliaris","bird","Passeriformes","Thraupidae",9,"pet",0.00728233468883529,0.00728246342615679,0.166666666666667
"9990","Hemitriccus margaritaceiventer","bird","Passeriformes","Tyrannidae",10,"pet",-0.31671017422678,-0.327986250280243,0.142857142857143
"9991","Henicorhina leucophrys","bird","Passeriformes","Troglodytidae",25,"pet",-0.0647565349833323,-0.0648472802873335,0.0454545454545455
"9992","Henicorhina leucosticta","bird","Passeriformes","Troglodytidae",14,"pet",-0.0358232822416258,-0.035838618147965,0.0909090909090909
"9993","Herpsilochmus rufimarginatus","bird","Passeriformes","Thamnophilidae",7,"pet",-0.698847876908184,-0.865045025705041,0.25
"9994","Heteromys desmarestianus","mammal","Rodentia","Heteromyidae",34,"pet",0.405312525370713,0.429989490095125,0.032258064516129
"9995","Heteromys gaumeri","mammal","Rodentia","Heteromyidae",8,"pet",-0.157550546627322,-0.158873894684787,0.2
"9996","Himantopus himantopus","bird","Charadriiformes","Recurvirostridae",16,"pet",0.0535318268513623,0.0535830495612051,0.0769230769230769
"9997","Hipposideros ater","mammal","Chiroptera","Hipposideridae",8,"pet",-0.0685562159132394,-0.068663923513273,0.2
"9998","Hipposideros bicolor","mammal","Chiroptera","Hipposideridae",5,"pet",0.0310694211650753,0.0310794241558833,0.5
"9999","Hipposideros caffer","mammal","Chiroptera","Hipposideridae",10,"pet",0.02603211550662,0.0260379983023421,0.142857142857143
"10000","Hipposideros cervinus","mammal","Chiroptera","Hipposideridae",8,"pet",-0.47283845860313,-0.513719855209662,0.2
"10001","Hipposideros diadema","mammal","Chiroptera","Hipposideridae",19,"pet",0.358424036554282,0.375076458880876,0.0625
"10002","Hipposideros larvatus","mammal","Chiroptera","Hipposideridae",5,"pet",-0.189274431671341,-0.191584534393379,0.5
"10003","Hipposideros obscurus","mammal","Chiroptera","Hipposideridae",6,"pet",0.0418389126875035,0.0418633512908799,0.333333333333333
"10004","Hirundinea ferruginea","bird","Passeriformes","Tyrannidae",6,"pet",0.329695809551191,0.342486927743551,0.333333333333333
"10005","Hirundo rustica","bird","Passeriformes","Hirundinidae",78,"pet",-0.082950184127736,-0.0831412261466765,0.0133333333333333
"10006","Histrionicus histrionicus","bird","Anseriformes","Anatidae",23,"pet",0.11981594778206,0.120394291298305,0.05
"10007","Histriophoca fasciata","mammal","Carnivora","Phocidae",5,"pet",-0.241190955309433,-0.24603824388764,0.5
"10008","Hydromys chrysogaster","mammal","Rodentia","Muridae",5,"pet",-0.560019526021211,-0.632861634119421,0.5
"10009","Hydropsalis parvula","bird","Caprimulgiformes","Caprimulgidae",5,"pet",-0.9,-1.47221948958322,0.5
"10010","Hydropsalis torquata","bird","Caprimulgiformes","Caprimulgidae",10,"pet",-0.625727874513332,-0.734363888082355,0.142857142857143
"10011","Hyla cadaverina","amphibian","Anura","Hylidae",7,"pet",0.0244429356434785,0.0244478052577342,0.25
"10012","Hyla regilla","amphibian","Anura","Hylidae",29,"pet",-0.403579056454874,-0.427917011704758,0.0384615384615385
"10013","Hylarana albolabris","amphibian","Anura","Ranidae",5,"pet",0.448327590663087,0.482605187620377,0.5
"10014","Hylia prasina","bird","Passeriformes","Scotocercidae",9,"pet",0.435617844806482,0.466809493614738,0.166666666666667
"10015","Hylocharis chrysura","bird","Apodiformes","Trochilidae",11,"pet",-0.139735144505803,-0.140655435838035,0.125
"10016","Hylocharis cyanus","bird","Apodiformes","Trochilidae",9,"pet",-0.183986519854091,-0.186105777753229,0.166666666666667
"10017","Hylocharis leucotis","bird","Apodiformes","Trochilidae",9,"pet",-0.15094763469818,-0.152110024496572,0.166666666666667
"10018","Hylocichla mustelina","bird","Passeriformes","Turdidae",50,"pet",-0.188695316733827,-0.190983970113575,0.0212765957446809
"10019","Hylonycteris underwoodi","mammal","Chiroptera","Phyllostomidae",5,"pet",-0.237195631362761,-0.241800454459932,0.5
"10020","Hylophilus ochraceiceps","bird","Passeriformes","Vireonidae",9,"pet",0.540282226210875,0.604554088218936,0.166666666666667
"10021","Hylophilus pectoralis","bird","Passeriformes","Vireonidae",6,"pet",-0.532380553772141,-0.593461453326127,0.333333333333333
"10022","Hylophylax naevius","bird","Passeriformes","Thamnophilidae",5,"pet",-0.588518531132127,-0.675396566735935,0.5
"10023","Hymenops perspicillatus","bird","Passeriformes","Tyrannidae",6,"pet",-0.637748139217693,-0.754368886753225,0.333333333333333
"10024","Hyperolius ocellatus","amphibian","Anura","Hyperoliidae",7,"pet",-0.542611570537918,-0.607849549599198,0.25
"10025","Hyperolius riggenbachi","amphibian","Anura","Hyperoliidae",6,"pet",0.679035116428265,0.827321425885604,0.333333333333333
"10026","Hypocnemis cantator","bird","Passeriformes","Thamnophilidae",13,"pet",-0.42545735395953,-0.454336832623213,0.1
"10027","Hypogramma hypogrammicum","bird","Passeriformes","Nectariniidae",5,"pet",-0.185473821301362,-0.187645627251896,0.5
"10028","Hypothymis azurea","bird","Passeriformes","Monarchidae",14,"pet",0.168937679883389,0.170572931631216,0.0909090909090909
"10029","Hypsiglena torquata","reptile","Squamata","Dipsadidae",8,"pet",0.127618604214427,0.128318274639191,0.2
"10030","Hypsipetes everetti","bird","Passeriformes","Pycnonotidae",5,"pet",0.902822473129697,1.487277047675,0.5
"10031","Hypsipetes philippinus","bird","Passeriformes","Pycnonotidae",12,"pet",0.415350628630376,0.442060135552956,0.111111111111111
"10032","Icteria virens","bird","Passeriformes","Icteridae",33,"pet",-0.251662925243918,-0.257187387601599,0.0333333333333333
"10033","Icterus bullockii","bird","Passeriformes","Icteridae",40,"pet",0.189816092201068,0.192146380616437,0.027027027027027
"10034","Icterus cayanensis","bird","Passeriformes","Icteridae",10,"pet",0.221268671394488,0.224989699145691,0.142857142857143
"10035","Icterus cucullatus","bird","Passeriformes","Icteridae",14,"pet",0.124270817757913,0.124916526025296,0.0909090909090909
"10036","Icterus galbula","bird","Passeriformes","Icteridae",107,"pet",0.222760209650507,0.226558567941909,0.00961538461538462
"10037","Icterus parisorum","bird","Passeriformes","Icteridae",5,"pet",0.718184846459608,0.903886159311114,0.5
"10038","Icterus pustulatus","bird","Passeriformes","Icteridae",6,"pet",-0.541068538513529,-0.605665216723812,0.333333333333333
"10039","Icterus spurius","bird","Passeriformes","Icteridae",8,"pet",0.282782350105393,0.290703678983829,0.2
"10040","Ictinia mississippiensis","bird","Accipitriformes","Accipitridae",8,"pet",0.0440216450035234,0.0440501147058242,0.2
"10041","Iduna pallida","bird","Passeriformes","Acrocephalidae",10,"pet",-0.198635539047828,-0.201311643517562,0.142857142857143
"10042","Ifrita kowaldi","bird","Passeriformes","Ifritidae",7,"pet",-0.167539093886366,-0.169133606490624,0.25
"10043","Illadopsis fulvescens","bird","Passeriformes","Pellorneidae",6,"pet",-0.352983815919643,-0.368848179125178,0.333333333333333
"10044","Illadopsis rufipennis","bird","Passeriformes","Pellorneidae",5,"pet",-0.980830538980961,-2.31897652953183,0.5
"10045","Indicator indicator","bird","Piciformes","Indicatoridae",6,"pet",-0.193653899220784,-0.19613066475603,0.333333333333333
"10046","Indicator minor","bird","Piciformes","Indicatoridae",14,"pet",0.0241354652785594,0.0241401533864698,0.0909090909090909
"10047","Inezia caudata","bird","Passeriformes","Tyrannidae",5,"pet",-0.695652173913044,-0.858825748537167,0.5
"10048","Inezia inornata","bird","Passeriformes","Tyrannidae",5,"pet",-0.781158606745592,-1.04833604924397,0.5
"10049","Irena cyanogaster","bird","Passeriformes","Irenidae",5,"pet",0.0160646901143623,0.0160660722894408,0.5
"10050","Irenomys tarsalis","mammal","Rodentia","Cricetidae",5,"pet",0.141482914388057,0.14243845816543,0.5
"10051","Iridosornis analis","bird","Passeriformes","Thraupidae",5,"pet",-0.064040362023846,-0.0641281248437858,0.5
"10052","Ispidina picta","bird","Coraciiformes","Alcedinidae",6,"pet",0.588041860982731,0.674667631209781,0.333333333333333
"10053","Ixobrychus exilis","bird","Pelecaniformes","Ardeidae",12,"pet",-0.284676184163251,-0.292763319679955,0.111111111111111
"10054","Ixoreus naevius","bird","Passeriformes","Turdidae",55,"pet",-0.373165891229035,-0.392096148033403,0.0192307692307692
"10055","Ixos mcclellandii","bird","Passeriformes","Pycnonotidae",5,"pet",0.783890785128262,1.05538409393104,0.5
"10056","Jacamerops aureus","bird","Piciformes","Galbulidae",6,"pet",0.0517423762688285,0.0517886267510103,0.333333333333333
"10057","Jacana jacana","bird","Charadriiformes","Jacanidae",5,"pet",0.946783879933811,1.79978631921179,0.5
"10058","Jaculus jaculus","mammal","Rodentia","Dipodidae",6,"pet",-0.182938381572009,-0.185021131835024,0.333333333333333
"10059","Junco hyemalis","bird","Passeriformes","Passerellidae",226,"pet",-0.073146565336679,-0.0732774406863502,0.00448430493273543
"10060","Junco phaeonotus","bird","Passeriformes","Passerellidae",6,"pet",-0.257142857142857,-0.26304654794839,0.333333333333333
"10061","Kerivoula hardwickii","mammal","Chiroptera","Vespertilionidae",7,"pet",-0.427166846739779,-0.456426019353404,0.25
"10062","Knipolegus aterrimus","bird","Passeriformes","Tyrannidae",7,"pet",0.544841424565413,0.611015335285489,0.25
"10063","Knipolegus poecilurus","bird","Passeriformes","Tyrannidae",5,"pet",0.324175146413563,0.336305531706906,0.5
"10064","Lafresnaya lafresnayi","bird","Apodiformes","Trochilidae",11,"pet",-0.0888915261006656,-0.0891267739187441,0.125
"10065","Lagenorhynchus obliquidens","mammal","Cetacea","Delphinidae",10,"pet",-0.717043544260319,-0.901533101039859,0.142857142857143
"10066","Lagonosticta rubricata","bird","Passeriformes","Estrildidae",7,"pet",-0.165646144423672,-0.167186621509824,0.25
"10067","Lagonosticta rufopicta","bird","Passeriformes","Estrildidae",9,"pet",-0.279152985031941,-0.286763238584665,0.166666666666667
"10068","Lagonosticta senegala","bird","Passeriformes","Estrildidae",14,"pet",-0.144357739609048,-0.145373231910017,0.0909090909090909
"10069","Lagopus lagopus","bird","Galliformes","Phasianidae",12,"pet",0.0444892965133375,0.0445186839389664,0.111111111111111
"10070","Lagopus leucura","bird","Galliformes","Phasianidae",8,"pet",-0.00785259730085886,-0.00785275871247765,0.2
"10071","Lagopus muta","bird","Galliformes","Phasianidae",5,"pet",-0.91641387892834,-1.56616672837555,0.5
"10072","Lalage maculosa","bird","Passeriformes","Campephagidae",5,"pet",-0.485645060859299,-0.530345385560472,0.5
"10073","Lampornis amethystinus","bird","Apodiformes","Trochilidae",11,"pet",-0.356707350033562,-0.373108112110791,0.125
"10074","Lampornis viridipallens","bird","Apodiformes","Trochilidae",10,"pet",-0.366982820328038,-0.384931853680273,0.142857142857143
"10075","Lampropeltis getula","reptile","Squamata","Colubridae",15,"pet",0.075,0.0751411015246689,0.0833333333333333
"10076","Lamprophis lineatus","reptile","Squamata","Lamprophiidae",7,"pet",0.187598989173935,0.189847408893379,0.25
"10077","Lamprotornis nitens","bird","Passeriformes","Sturnidae",5,"pet",-0.952525206501639,-1.85833994224693,0.5
"10078","Laniarius atrococcineus","bird","Passeriformes","Malaconotidae",6,"pet",-0.156758171765061,-0.158061454541268,0.333333333333333
"10079","Laniarius ferrugineus","bird","Passeriformes","Malaconotidae",18,"pet",-0.0978093748729426,-0.0981230809875654,0.0666666666666667
"10080","Laniarius funebris","bird","Passeriformes","Malaconotidae",6,"pet",0.298472488932853,0.307841863906074,0.333333333333333
"10081","Lanius collaris","bird","Passeriformes","Laniidae",10,"pet",-0.688288148967573,-0.844695579132563,0.142857142857143
"10082","Lanius collurio","bird","Passeriformes","Laniidae",10,"pet",-0.0708204460535525,-0.0709392044634565,0.142857142857143
"10083","Lanius cristatus","bird","Passeriformes","Laniidae",11,"pet",-0.150887219705488,-0.152048201417083,0.125
"10084","Lanius excubitor","bird","Passeriformes","Laniidae",27,"pet",0.250900438500316,0.256373510592179,0.0416666666666667
"10085","Lanius isabellinus","bird","Passeriformes","Laniidae",12,"pet",0.121607058255194,0.122211886957674,0.111111111111111
"10086","Lanius ludovicianus","bird","Passeriformes","Laniidae",46,"pet",-0.160443124413583,-0.161841495689594,0.0232558139534884
"10087","Lanius senator","bird","Passeriformes","Laniidae",6,"pet",0.156061702052488,0.157347519029781,0.333333333333333
"10088","Larus argentatus","bird","Charadriiformes","Laridae",17,"pet",-0.371529919379498,-0.390196851371492,0.0714285714285714
"10089","Larus atricilla","bird","Charadriiformes","Laridae",6,"pet",-0.80323438140575,-1.10766197144854,0.333333333333333
"10090","Larus californicus","bird","Charadriiformes","Laridae",28,"pet",-0.135315744457129,-0.136150831187991,0.04
"10091","Larus canus","bird","Charadriiformes","Laridae",7,"pet",-0.492845440245981,-0.539811730259012,0.25
"10092","Larus delawarensis","bird","Charadriiformes","Laridae",33,"pet",0.0863673962849373,0.0865831101135422,0.0333333333333333
"10093","Larus glaucescens","bird","Charadriiformes","Laridae",30,"pet",-0.20719955221269,-0.210243494344974,0.037037037037037
"10094","Larus heermanni","bird","Charadriiformes","Laridae",7,"pet",-0.139746404993944,-0.140666920594578,0.25
"10095","Larus occidentalis","bird","Charadriiformes","Laridae",53,"pet",-0.55695465219886,-0.628407458125481,0.02
"10096","Larus pipixcan","bird","Charadriiformes","Laridae",13,"pet",-0.192933015129912,-0.195381801322043,0.1
"10097","Larus ridibundus","bird","Charadriiformes","Laridae",5,"pet",-0.3,-0.309519604203112,0.5
"10098","Lasionycteris noctivagans","mammal","Chiroptera","Vespertilionidae",93,"pet",-0.133311495471374,-0.134109760245865,0.0111111111111111
"10099","Lasiurus blossevillii","mammal","Chiroptera","Vespertilionidae",18,"pet",-0.0445546094935095,-0.0445841266399652,0.0666666666666667
"10100","Lasiurus borealis","mammal","Chiroptera","Vespertilionidae",33,"pet",-0.464846668362812,-0.503476272857638,0.0333333333333333
"10101","Lasiurus cinereus","mammal","Chiroptera","Vespertilionidae",70,"pet",-0.301101396946943,-0.310730370736641,0.0149253731343284
"10102","Lasiurus ega","mammal","Chiroptera","Vespertilionidae",35,"pet",-0.125348043731969,-0.126010798017842,0.03125
"10103","Lathrotriccus euleri","bird","Passeriformes","Tyrannidae",19,"pet",0.068724483478064,0.0688329876236554,0.0625
"10104","Lemmiscus curtatus","mammal","Rodentia","Cricetidae",33,"pet",0.121901460964462,0.122510719594035,0.0333333333333333
"10105","Lemmus sibiricus","mammal","Rodentia","Cricetidae",16,"pet",-0.545236285304201,-0.611577068703801,0.0769230769230769
"10106","Lemmus trimucronatus","mammal","Rodentia","Cricetidae",111,"pet",-0.391131864616881,-0.413135634030369,0.00925925925925926
"10107","Lemniscomys striatus","mammal","Rodentia","Muridae",8,"pet",-0.724258988575459,-0.916545302279454,0.2
"10108","Lepidocolaptes albolineatus","bird","Passeriformes","Furnariidae",6,"pet",0.428571428571429,0.458145365937078,0.333333333333333
"10109","Lepidocolaptes angustirostris","bird","Passeriformes","Furnariidae",15,"pet",-0.573234596006664,-0.652327287042152,0.0833333333333333
"10110","Lepidocolaptes lacrymiger","bird","Passeriformes","Furnariidae",9,"pet",-0.299547918944374,-0.309022885823205,0.166666666666667
"10111","Lepidocolaptes souleyetii","bird","Passeriformes","Furnariidae",7,"pet",0.783053446124912,1.0532157825541,0.25
"10112","Lepidothrix coeruleocapilla","bird","Passeriformes","Pipridae",5,"pet",-0.677952303389535,-0.825314900625212,0.5
"10113","Lepidothrix coronata","bird","Passeriformes","Pipridae",16,"pet",-0.279501623706247,-0.287141381380396,0.0769230769230769
"10114","Lepidothrix serena","bird","Passeriformes","Pipridae",6,"pet",-0.39680057503702,-0.419845866692193,0.333333333333333
"10115","Lepidothrix suavissima","bird","Passeriformes","Pipridae",8,"pet",0.539225118386415,0.603062400693764,0.2
"10116","Leptasthenura pileata","bird","Passeriformes","Furnariidae",7,"pet",-0.147907697695999,-0.149000656972128,0.25
"10117","Leptocoma sericea","bird","Passeriformes","Nectariniidae",7,"pet",0.161451464304106,0.162876650356311,0.25
"10118","Leptonycteris yerbabuenae","mammal","Chiroptera","Phyllostomidae",13,"pet",0.789384315592907,1.06979590505209,0.1
"10119","Leptopelis aubryi","amphibian","Anura","Arthroleptidae",7,"pet",0.48326879057666,0.527240369333518,0.25
"10120","Leptopelis boulengeri","amphibian","Anura","Arthroleptidae",5,"pet",0.750320164108407,0.973687280207901,0.5
"10121","Leptopelis calcaratus","amphibian","Anura","Arthroleptidae",7,"pet",0.0953221202254379,0.0956124131611073,0.25
"10122","Leptopelis notatus","amphibian","Anura","Arthroleptidae",6,"pet",-0.775156304241154,-1.0331191407388,0.333333333333333
"10123","Leptopelis rufus","amphibian","Anura","Arthroleptidae",5,"pet",-0.068529220680051,-0.0686368008550073,0.5
"10124","Leptopogon amaurocephalus","bird","Passeriformes","Tyrannidae",15,"pet",-0.581913793825995,-0.665351504411504,0.0833333333333333
"10125","Leptopogon superciliaris","bird","Passeriformes","Tyrannidae",8,"pet",0.150826092544743,0.151985650744966,0.2
"10126","Leptotila rufaxilla","bird","Columbiformes","Columbidae",16,"pet",-0.0107936522396054,-0.0107940714329405,0.0769230769230769
"10127","Leptotila verreauxi","bird","Columbiformes","Columbidae",26,"pet",-0.0659585313976949,-0.066054433333106,0.0434782608695652
"10128","Lepus alleni","mammal","Lagomorpha","Leporidae",5,"pet",-0.921119061871711,-1.59636176831395,0.5
"10129","Lepus americanus","mammal","Lagomorpha","Leporidae",88,"pet",-0.396130792315548,-0.419051169393489,0.0117647058823529
"10130","Lepus arcticus","mammal","Lagomorpha","Leporidae",6,"pet",-0.231852473712786,-0.236146292670075,0.333333333333333
"10131","Lepus californicus","mammal","Lagomorpha","Leporidae",30,"pet",0.413808520133245,0.440197963234892,0.037037037037037
"10132","Lepus othus","mammal","Lagomorpha","Leporidae",30,"pet",-0.501244277136924,-0.550966559385586,0.037037037037037
"10133","Lepus tolai","mammal","Lagomorpha","Leporidae",5,"pet",0.3,0.309519604203112,0.5
"10134","Lepus townsendii","mammal","Lagomorpha","Leporidae",11,"pet",-0.309090909090909,-0.319539979644835,0.125
"10135","Lesbia nuna","bird","Apodiformes","Trochilidae",10,"pet",-0.235240709481587,-0.239730002568646,0.142857142857143
"10136","Lesbia victoriae","bird","Apodiformes","Trochilidae",10,"pet",-0.0123165603859018,-0.0123171832403897,0.142857142857143
"10137","Lessonia rufa","bird","Passeriformes","Tyrannidae",5,"pet",0.0355528700953089,0.0355678611533814,0.5
"10138","Leucosticte arctoa","bird","Passeriformes","Fringillidae",5,"pet",0.365270935383616,0.38295496871791,0.5
"10139","Leucosticte atrata","bird","Passeriformes","Fringillidae",5,"pet",-0.280387711771302,-0.288102816234147,0.5
"10140","Leucosticte australis","bird","Passeriformes","Fringillidae",7,"pet",-0.189857822983852,-0.192189671519857,0.25
"10141","Leucosticte tephrocotis","bird","Passeriformes","Fringillidae",17,"pet",-0.123436201683266,-0.124068907694361,0.0714285714285714
