"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"7462","Cyanocompsa parellina","bird","Passeriformes","Cardinalidae",8,"prec",0.656237386831257,0.786176166522643,0.2
"7463","Cyanocorax chrysops","bird","Passeriformes","Corvidae",6,"prec",-0.762112131286099,-1.00123451015999,0.333333333333333
"7464","Cyanocorax cyanomelas","bird","Passeriformes","Corvidae",5,"prec",0.742015456893256,0.954949178879098,0.5
"7465","Cyanocorax melanocyaneus","bird","Passeriformes","Corvidae",6,"prec",-0.0755223714982612,-0.0756664487310027,0.333333333333333
"7466","Cyanocorax yncas","bird","Passeriformes","Corvidae",14,"prec",0.666090697813215,0.803682927973904,0.0909090909090909
"7467","Cyanoderma ruficeps","bird","Passeriformes","Timaliidae",9,"prec",-0.659891152516504,-0.792620801196879,0.166666666666667
"7468","Cyanolyca viridicyanus","bird","Passeriformes","Corvidae",6,"prec",0.145364193048302,0.146401258267752,0.333333333333333
"7469","Cyclarhis gujanensis","bird","Passeriformes","Vireonidae",21,"prec",0.00448193949684825,0.00448196950795066,0.0555555555555556
"7470","Cygnus olor","bird","Anseriformes","Anatidae",6,"prec",0.771428571428572,1.02384642168263,0.333333333333333
"7471","Cylindrophis ruffus","reptile","Squamata","Cylindrophiidae",5,"prec",-0.103806849817175,-0.104182148755622,0.5
"7472","Cynanthus latirostris","bird","Apodiformes","Trochilidae",5,"prec",-0.447213595499958,-0.481211825059603,0.5
"7473","Cynomys gunnisoni","mammal","Rodentia","Sciuridae",12,"prec",0.693059825631696,0.85381993086481,0.111111111111111
"7474","Cynomys ludovicianus","mammal","Rodentia","Sciuridae",18,"prec",0.325538384395661,0.337829608817088,0.0666666666666667
"7475","Cynopterus brachyotis","mammal","Chiroptera","Pteropodidae",37,"prec",-0.140280389530422,-0.141211582562863,0.0294117647058824
"7476","Cynopterus sphinx","mammal","Chiroptera","Pteropodidae",7,"prec",0.518681716525405,0.574534591244662,0.25
"7477","Cyornis hainanus","bird","Passeriformes","Muscicapidae",5,"prec",0.673554328966672,0.817220723795178,0.5
"7478","Cyornis herioti","bird","Passeriformes","Muscicapidae",5,"prec",-0.609432697043618,-0.708018364325031,0.5
"7479","Cyphorhinus arada","bird","Passeriformes","Troglodytidae",9,"prec",-0.481874491356646,-0.525422802993681,0.166666666666667
"7480","Cyrtonyx montezumae","bird","Galliformes","Odontophoridae",9,"prec",-0.585732656390297,-0.671145150181997,0.166666666666667
"7481","Dacelo gaudichaud","bird","Coraciiformes","Alcedinidae",8,"prec",0.380952380952381,0.401173236262469,0.2
"7482","Dacnis cayana","bird","Passeriformes","Thraupidae",13,"prec",-0.603792600267851,-0.699094333819007,0.1
"7483","Dasypus novemcinctus","mammal","Cingulata","Dasypodidae",14,"prec",0.094867528324352,0.0951536728514675,0.0909090909090909
"7484","Deconychura longicauda","bird","Passeriformes","Furnariidae",9,"prec",-0.0254649010250224,-0.0254704075009142,0.166666666666667
"7485","Delichon urbicum","bird","Passeriformes","Hirundinidae",6,"prec",-0.561947125083589,-0.635674428485096,0.333333333333333
"7486","Delphinus capensis","mammal","Cetacea","Delphinidae",30,"prec",0.232494476310341,0.23682487389305,0.037037037037037
"7487","Delphinus delphis","mammal","Cetacea","Delphinidae",20,"prec",-0.0133417012176152,-0.013342492914185,0.0588235294117647
"7488","Dendragapus canadensis","bird","Galliformes","Phasianidae",5,"prec",-0.676092126877116,-0.821880557344499,0.5
"7489","Dendragapus obscurus","bird","Galliformes","Phasianidae",11,"prec",-0.582087441992437,-0.665614100297828,0.125
"7490","Dendrelaphis cyanochloris","reptile","Squamata","Colubridae",6,"prec",-0.128210113999044,-0.128919623767009,0.333333333333333
"7491","Dendrelaphis proarchos","reptile","Squamata","Colubridae",9,"prec",-0.0098394469773876,-0.00983976453025838,0.166666666666667
"7492","Dendrelaphis subocularis","reptile","Squamata","Colubridae",5,"prec",-0.3,-0.309519604203112,0.5
"7493","Dendrocincla fuliginosa","bird","Passeriformes","Furnariidae",22,"prec",0.0329268876780829,0.0329387949817889,0.0526315789473684
"7494","Dendrocincla homochroa","bird","Passeriformes","Furnariidae",7,"prec",0.299088207652159,0.308517935347521,0.25
"7495","Dendrocincla merula","bird","Passeriformes","Furnariidae",5,"prec",0.617758515700564,0.721372135554453,0.5
"7496","Dendrocolaptes certhia","bird","Passeriformes","Furnariidae",13,"prec",-0.222155687308002,-0.225922571686614,0.1
"7497","Dendrocolaptes picumnus","bird","Passeriformes","Furnariidae",7,"prec",0.179672969947973,0.181644728523898,0.25
"7498","Dendrocolaptes platyrostris","bird","Passeriformes","Furnariidae",8,"prec",-0.177128417569493,-0.179016527285912,0.2
"7499","Dendrocopos major","bird","Piciformes","Picidae",10,"prec",-0.473979857337481,-0.515190950654596,0.142857142857143
"7500","Dendrocopos medius","bird","Piciformes","Picidae",11,"prec",-0.0996592457050397,-0.0999911633066475,0.125
"7501","Dendrocopos minor","bird","Piciformes","Picidae",5,"prec",-0.560019526021211,-0.632861634119421,0.5
"7502","Dendrocygna viduata","bird","Anseriformes","Anatidae",5,"prec",-0.4514850933855,-0.486564028605699,0.5
"7503","Dendroica graciae","bird","Passeriformes","Parulidae",11,"prec",0.379243435515303,0.399175696631561,0.125
"7504","Dendroica occidentalis","bird","Passeriformes","Parulidae",5,"prec",-0.68721312689292,-0.842655683698302,0.5
"7505","Dendropicos fuscescens","bird","Piciformes","Picidae",9,"prec",-0.910755383328938,-1.53193641504002,0.166666666666667
"7506","Desmodillus auricularis","mammal","Rodentia","Muridae",6,"prec",-0.392558874618285,-0.414821496569468,0.333333333333333
"7507","Desmodus rotundus","mammal","Chiroptera","Phyllostomidae",47,"prec",-0.112518690853342,-0.112997176827475,0.0227272727272727
"7508","Diadophis punctatus","reptile","Squamata","Colubridae",20,"prec",-0.585851351286092,-0.671325854006259,0.0588235294117647
"7509","Dicaeum australe","bird","Passeriformes","Dicaeidae",5,"prec",0.146239096016536,0.14729516405403,0.5
"7510","Dicaeum hypoleucum","bird","Passeriformes","Dicaeidae",7,"prec",-0.483572514365154,-0.527636718051361,0.25
"7511","Dicaeum trigonostigma","bird","Passeriformes","Dicaeidae",9,"prec",0.249019258439356,0.254366960692817,0.166666666666667
"7512","Dicrostonyx groenlandicus","mammal","Rodentia","Cricetidae",43,"prec",-0.0247745199040771,-0.0247795904470011,0.025
"7513","Dicrostonyx kilangmiutak","mammal","Rodentia","Cricetidae",6,"prec",-0.957963170518881,-1.92055694336146,0.333333333333333
"7514","Dicrostonyx torquatus","mammal","Rodentia","Cricetidae",15,"prec",-0.17891447160561,-0.180861037417916,0.0833333333333333
"7515","Dicrurus adsimilis","bird","Passeriformes","Dicruridae",9,"prec",-0.251715891325463,-0.257243935878421,0.166666666666667
"7516","Dicrurus hottentottus","bird","Passeriformes","Dicruridae",16,"prec",-0.397169411143539,-0.420283704819905,0.0769230769230769
"7517","Didelphis albiventris","mammal","Didelphimorphia","Didelphidae",5,"prec",0.3,0.309519604203112,0.5
"7518","Didelphis marsupialis","mammal","Didelphimorphia","Didelphidae",16,"prec",0.549481632999662,0.617638438591435,0.0769230769230769
"7519","Didelphis virginiana","mammal","Didelphimorphia","Didelphidae",43,"prec",-0.0187214922269941,-0.0187236799456736,0.025
"7520","Diglossa albilatera","bird","Passeriformes","Thraupidae",6,"prec",-0.0509552903727402,-0.0509994600157015,0.333333333333333
"7521","Diglossa baritula","bird","Passeriformes","Thraupidae",8,"prec",0.291105374666822,0.299773559449004,0.2
"7522","Diglossa brunneiventris","bird","Passeriformes","Thraupidae",23,"prec",0.46628664489985,0.505314742639291,0.05
"7523","Diglossa caerulescens","bird","Passeriformes","Thraupidae",6,"prec",-0.506786557651463,-0.558396264182975,0.333333333333333
"7524","Diglossa cyanea","bird","Passeriformes","Thraupidae",18,"prec",-0.229449860813844,-0.233608677233926,0.0666666666666667
"7525","Diglossa humeralis","bird","Passeriformes","Thraupidae",5,"prec",0.413143736740353,0.439396089430837,0.5
"7526","Diglossa mystacalis","bird","Passeriformes","Thraupidae",7,"prec",-0.0385653292943341,-0.0385844655809895,0.25
"7527","Diglossa sittoides","bird","Passeriformes","Thraupidae",15,"prec",0.153277026416558,0.154494591900097,0.0833333333333333
"7528","Dinodon septentrionale","reptile","Squamata","Colubridae",7,"prec",0.346344059347245,0.36128348265003,0.25
"7529","Dipodomys agilis","mammal","Rodentia","Heteromyidae",74,"prec",0.235714245108281,0.240231337023086,0.0140845070422535
"7530","Dipodomys californicus","mammal","Rodentia","Heteromyidae",14,"prec",-0.446319225080363,-0.480094420236765,0.0909090909090909
"7531","Dipodomys deserti","mammal","Rodentia","Heteromyidae",56,"prec",0.208313655022594,0.21140785434212,0.0188679245283019
"7532","Dipodomys heermanni","mammal","Rodentia","Heteromyidae",29,"prec",-0.292586786982016,-0.301392897924374,0.0384615384615385
"7533","Dipodomys ingens","mammal","Rodentia","Heteromyidae",5,"prec",-0.650041344245893,-0.775370301305138,0.5
"7534","Dipodomys merriami","mammal","Rodentia","Heteromyidae",332,"prec",0.275028178632138,0.282295385607869,0.00303951367781155
"7535","Dipodomys microps","mammal","Rodentia","Heteromyidae",59,"prec",0.203988136819781,0.206890341727221,0.0178571428571429
"7536","Dipodomys nelsoni","mammal","Rodentia","Heteromyidae",13,"prec",0.0176989260361971,0.017700774458181,0.1
"7537","Dipodomys nitratoides","mammal","Rodentia","Heteromyidae",7,"prec",0.710990158304471,0.889183390009756,0.25
"7538","Dipodomys ordii","mammal","Rodentia","Heteromyidae",166,"prec",-0.0649601520921066,-0.0650517575518536,0.00613496932515337
"7539","Dipodomys panamintinus","mammal","Rodentia","Heteromyidae",39,"prec",0.363252647444208,0.380627909853904,0.0277777777777778
"7540","Dipodomys simulans","mammal","Rodentia","Heteromyidae",10,"prec",0.689598489181013,0.84718977184887,0.142857142857143
"7541","Dipodomys spectabilis","mammal","Rodentia","Heteromyidae",46,"prec",-0.34713994753353,-0.362188137588794,0.0232558139534884
"7542","Dipodomys stephensi","mammal","Rodentia","Heteromyidae",8,"prec",0.00866246130736955,0.00866267798906368,0.2
"7543","Dipodomys venustus","mammal","Rodentia","Heteromyidae",7,"prec",0.283181342803013,0.291137403821382,0.25
"7544","Dipsosaurus dorsalis","reptile","Squamata","Iguanidae",9,"prec",-0.460413374903841,-0.497835735399,0.166666666666667
"7545","Dipus sagitta","mammal","Rodentia","Dipodidae",15,"prec",0.0029953639630546,0.00299537292144299,0.0833333333333333
"7546","Dixiphia pipra","bird","Passeriformes","Pipridae",17,"prec",0.0123598940147863,0.0123605234670438,0.0714285714285714
"7547","Dobsonia moluccensis","mammal","Chiroptera","Pteropodidae",9,"prec",-0.105333955353471,-0.1057261380808,0.166666666666667
"7548","Dolichonyx oryzivorus","bird","Passeriformes","Icteridae",19,"prec",-0.0862891826650618,-0.0865043092242006,0.0625
"7549","Dolichotis salinicola","mammal","Rodentia","Caviidae",6,"prec",-0.0456930952601959,-0.0457249354023911,0.333333333333333
"7550","Donacobius atricapilla","bird","Passeriformes","Donacobiidae",5,"prec",0.512037803669295,0.565487811268343,0.5
"7551","Doryfera ludovicae","bird","Apodiformes","Trochilidae",7,"prec",-0.122669317628899,-0.123290232920338,0.25
"7552","Drymornis bridgesii","bird","Passeriformes","Furnariidae",6,"prec",0.816645742967172,1.14666348448699,0.333333333333333
"7553","Dryocopus lineatus","bird","Piciformes","Picidae",6,"prec",0.566610751110139,0.642516762627782,0.333333333333333
"7554","Dryocopus pileatus","bird","Piciformes","Picidae",27,"prec",-0.159299357027201,-0.160667728053596,0.0416666666666667
"7555","Dryoscopus cubla","bird","Passeriformes","Malaconotidae",17,"prec",0.506372246080778,0.55783892730396,0.0714285714285714
"7556","Dumetella carolinensis","bird","Passeriformes","Mimidae",93,"prec",0.198461763033437,0.20113073583848,0.0111111111111111
"7557","Dysithamnus leucostictus","bird","Passeriformes","Thamnophilidae",5,"prec",-0.930717397266129,-1.66372654469123,0.5
"7558","Dysithamnus mentalis","bird","Passeriformes","Thamnophilidae",16,"prec",-0.273127329004574,-0.28024014860282,0.0769230769230769
"7559","Egretta caerulea","bird","Pelecaniformes","Ardeidae",6,"prec",0.527366378192106,0.586489852668123,0.333333333333333
"7560","Egretta thula","bird","Pelecaniformes","Ardeidae",8,"prec",0.480365985635817,0.523459939265437,0.2
"7561","Elaenia albiceps","bird","Passeriformes","Tyrannidae",15,"prec",-0.243122624002854,-0.248090242387024,0.0833333333333333
"7562","Elaenia chiriquensis","bird","Passeriformes","Tyrannidae",9,"prec",0.587003167206367,0.673081396046269,0.166666666666667
"7563","Elaenia cristata","bird","Passeriformes","Tyrannidae",5,"prec",0.974511468420374,2.17492383997537,0.5
"7564","Elaenia flavogaster","bird","Passeriformes","Tyrannidae",16,"prec",0.160615542707298,0.162018474673257,0.0769230769230769
"7565","Elaenia obscura","bird","Passeriformes","Tyrannidae",12,"prec",-0.00468006344180167,-0.00468009761138428,0.111111111111111
"7566","Elaenia pallatangae","bird","Passeriformes","Tyrannidae",11,"prec",0.395805410856457,0.418665284798184,0.125
"7567","Elaenia parvirostris","bird","Passeriformes","Tyrannidae",13,"prec",0.0546921002483044,0.0547467304696496,0.1
"7568","Elaenia ruficeps","bird","Passeriformes","Tyrannidae",7,"prec",-0.313145765010214,-0.324029395668672,0.25
"7569","Elanus leucurus","bird","Accipitriformes","Accipitridae",12,"prec",-0.556358446608258,-0.627543559076614,0.111111111111111
"7570","Elaphe taeniura","reptile","Squamata","Colubridae",6,"prec",0.423942131546134,0.452488165735874,0.333333333333333
"7571","Elephantulus edwardii","mammal","Macroscelidea","Macroscelididae",5,"prec",-0.25004219145077,-0.255457816603531,0.5
"7572","Elephantulus intufi","mammal","Macroscelidea","Macroscelididae",8,"prec",0.291151073699096,0.299823490412175,0.2
"7573","Elephantulus rozeti","mammal","Macroscelidea","Macroscelididae",5,"prec",0.345969594346384,0.360858039054645,0.5
"7574","Elephantulus rupestris","mammal","Macroscelidea","Macroscelididae",17,"prec",0.00673435110197698,0.00673445290902105,0.0714285714285714
"7575","Elgaria coerulea","reptile","Squamata","Anguidae",7,"prec",0.118165337685245,0.118719974528335,0.25
"7576","Elgaria multicarinata","reptile","Squamata","Anguidae",23,"prec",0.392228304427363,0.414430764250971,0.05
"7577","Eliomys quercinus","mammal","Rodentia","Myoxidae",13,"prec",0.152896239710708,0.154104667099708,0.1
"7578","Ellobius tancrei","mammal","Rodentia","Cricetidae",19,"prec",-0.463001613013425,-0.501125206401392,0.0625
"7579","Emballonura alecto","mammal","Chiroptera","Emballonuridae",8,"prec",-0.812736450224918,-1.13503792589388,0.2
"7580","Emberiza cirlus","bird","Passeriformes","Emberizidae",8,"prec",-0.383767217567005,-0.404470070460916,0.2
"7581","Emberiza citrinella","bird","Passeriformes","Emberizidae",5,"prec",0.4,0.423648930193602,0.5
"7582","Emberiza elegans","bird","Passeriformes","Emberizidae",10,"prec",-0.778065471691217,-1.04044940888587,0.142857142857143
"7583","Emberiza schoeniclus","bird","Passeriformes","Emberizidae",7,"prec",-0.251172993294599,-0.256664396877433,0.25
"7584","Emberiza spodocephala","bird","Passeriformes","Emberizidae",14,"prec",0.208459165597172,0.21155997054741,0.0909090909090909
"7585","Emberiza tahapisi","bird","Passeriformes","Emberizidae",7,"prec",-0.529022517702286,-0.58878682415509,0.25
"7586","Emberizoides herbicola","bird","Passeriformes","Thraupidae",7,"prec",-0.394313602105723,-0.416897587381783,0.25
"7587","Emberizoides ypiranganus","bird","Passeriformes","Thraupidae",5,"prec",0.74742562072691,0.967096566619682,0.5
"7588","Empidonax alnorum","bird","Passeriformes","Tyrannidae",28,"prec",-0.0507496378765117,-0.0507932743280956,0.04
"7589","Empidonax difficilis","bird","Passeriformes","Tyrannidae",24,"prec",-0.171608219267963,-0.173323211368669,0.0476190476190476
"7590","Empidonax flavescens","bird","Passeriformes","Tyrannidae",9,"prec",-0.0284769963840746,-0.0284846978370587,0.166666666666667
"7591","Empidonax flaviventris","bird","Passeriformes","Tyrannidae",24,"prec",-0.468952795102559,-0.508727063109937,0.0476190476190476
"7592","Empidonax hammondii","bird","Passeriformes","Tyrannidae",28,"prec",0.0012139804099268,0.00121398100629457,0.04
"7593","Empidonax minimus","bird","Passeriformes","Tyrannidae",40,"prec",-0.45977727255756,-0.497028818637334,0.027027027027027
"7594","Empidonax oberholseri","bird","Passeriformes","Tyrannidae",14,"prec",-0.353138850744819,-0.369025291404831,0.0909090909090909
"7595","Empidonax occidentalis","bird","Passeriformes","Tyrannidae",17,"prec",-0.0396774909971499,-0.0396983321551063,0.0714285714285714
"7596","Empidonax traillii","bird","Passeriformes","Tyrannidae",23,"prec",-0.217314518614395,-0.220835783001808,0.05
"7597","Empidonax virescens","bird","Passeriformes","Tyrannidae",10,"prec",0.196032571320322,0.19860320545963,0.142857142857143
"7598","Empidonax wrightii","bird","Passeriformes","Tyrannidae",11,"prec",0.470435235830216,0.510629122624412,0.125
"7599","Enhydra lutris","mammal","Carnivora","Mustelidae",138,"prec",-0.121640739452922,-0.122246073860821,0.00740740740740741
"7600","Enicurus leschenaulti","bird","Passeriformes","Muscicapidae",5,"prec",-0.550810725695984,-0.619544388378188,0.5
"7601","Ensatina eschscholtzii","amphibian","Caudata","Plethodontidae",13,"prec",-0.368262394165295,-0.386411380547858,0.1
"7602","Ensifera ensifera","bird","Apodiformes","Trochilidae",7,"prec",0.249484893071451,0.254863439900018,0.25
"7603","Entomodestes leucotis","bird","Passeriformes","Turdidae",6,"prec",0.274055347985614,0.281243252211663,0.333333333333333
"7604","Eonycteris spelaea","mammal","Chiroptera","Pteropodidae",7,"prec",-0.633559882439693,-0.747340885691184,0.25
"7605","Eopsaltria australis","bird","Passeriformes","Petroicidae",5,"prec",0.573386356115079,0.652553350942908,0.5
"7606","Epinecrophylla gutturalis","bird","Passeriformes","Thamnophilidae",10,"prec",-0.0695742992941631,-0.0696868865278611,0.142857142857143
"7607","Epomophorus wahlbergi","mammal","Chiroptera","Pteropodidae",9,"prec",0.68248162660484,0.833744727772711,0.166666666666667
"7608","Eptesicus brasiliensis","mammal","Chiroptera","Vespertilionidae",8,"prec",0.779648254616493,1.04447295088812,0.2
"7609","Eptesicus furinalis","mammal","Chiroptera","Vespertilionidae",17,"prec",0.189945663506306,0.192280798318225,0.0714285714285714
"7610","Eptesicus fuscus","mammal","Chiroptera","Vespertilionidae",226,"prec",0.211861026142556,0.215119029042403,0.00448430493273543
"7611","Eptesicus gobiensis","mammal","Chiroptera","Vespertilionidae",8,"prec",-0.667603181282051,-0.806406580707101,0.2
"7612","Eremophila alpestris","bird","Passeriformes","Alaudidae",71,"prec",0.0526873753375093,0.0527362093738517,0.0147058823529412
"7613","Eremopsaltria mongolica","bird","Passeriformes","Fringillidae",5,"prec",0.427691982621254,0.457068541411419,0.5
"7614","Erethizon dorsatum","mammal","Rodentia","Erethizontidae",34,"prec",0.148781303042969,0.1498939195995,0.032258064516129
"7615","Eriocnemis luciani","bird","Apodiformes","Trochilidae",6,"prec",0.352165542666433,0.367913747635422,0.333333333333333
"7616","Erithacus rubecula","bird","Passeriformes","Muscicapidae",15,"prec",0.179967429017375,0.181949027185567,0.0833333333333333
"7617","Erythropygia leucophrys","bird","Passeriformes","Muscicapidae",6,"prec",0.570219084959231,0.647847427111849,0.333333333333333
"7618","Erythropygia paena","bird","Passeriformes","Muscicapidae",5,"prec",-0.733209914702688,-0.935634129256775,0.5
"7619","Erythropygia quadrivirgata","bird","Passeriformes","Muscicapidae",8,"prec",0.380874237510255,0.401081830272849,0.2
"7620","Erythrura papuana","bird","Passeriformes","Passeridae",5,"prec",0.512877644532173,0.566626753144079,0.5
"7621","Erythrura trichroa","bird","Passeriformes","Passeridae",13,"prec",0.0708615515181517,0.0709805172541164,0.1
"7622","Estrilda astrild","bird","Passeriformes","Estrildidae",6,"prec",-0.809424346606432,-1.12535739335959,0.333333333333333
"7623","Estrilda melpoda","bird","Passeriformes","Estrildidae",6,"prec",0.707771953755429,0.882705185573133,0.333333333333333
"7624","Eubucco versicolor","bird","Piciformes","Ramphastidae",8,"prec",0.398682021265419,0.422080890720148,0.2
"7625","Eugenes fulgens","bird","Apodiformes","Trochilidae",12,"prec",0.372982693028971,0.391883328694528,0.111111111111111
"7626","Eulampis jugularis","bird","Apodiformes","Trochilidae",5,"prec",0.347613620494609,0.362726812848461,0.5
"7627","Eumeces skiltonianus","reptile","Squamata","Scincidae",9,"prec",0.126592420885458,0.127275240144177,0.166666666666667
"7628","Eumetopias jubatus","mammal","Carnivora","Otariidae",8,"prec",0.213379887616998,0.216709805857739,0.2
"7629","Eumomota superciliosa","bird","Coraciiformes","Momotidae",5,"prec",0.5,0.549306144334055,0.5
"7630","Eumops bonariensis","mammal","Chiroptera","Molossidae",20,"prec",0.417641845954025,0.444832227434711,0.0588235294117647
"7631","Eumops glaucinus","mammal","Chiroptera","Molossidae",7,"prec",0.592236938356469,0.681104455753739,0.25
"7632","Eumops perotis","mammal","Chiroptera","Molossidae",11,"prec",-0.0826703373454726,-0.0828594470513077,0.125
"7633","Eumyias thalassinus","bird","Passeriformes","Muscicapidae",6,"prec",0.122394467092789,0.123011192856811,0.333333333333333
"7634","Euphagus carolinus","bird","Passeriformes","Icteridae",9,"prec",0.733751218255745,0.9368057664475,0.166666666666667
"7635","Euphagus cyanocephalus","bird","Passeriformes","Icteridae",40,"prec",0.0975252437097882,0.0978362134204226,0.027027027027027
"7636","Euphonia laniirostris","bird","Passeriformes","Fringillidae",7,"prec",-0.228621296486544,-0.232734242356048,0.25
"7637","Euphonia xanthogaster","bird","Passeriformes","Fringillidae",14,"prec",-0.184500754270684,-0.186638081620047,0.0909090909090909
"7638","Euplectes afer","bird","Passeriformes","Ploceidae",5,"prec",-0.294684479244653,-0.303688524606374,0.5
"7639","Euplectes ardens","bird","Passeriformes","Ploceidae",8,"prec",-0.0968053660508331,-0.0971094745167872,0.2
"7640","Euplectes capensis","bird","Passeriformes","Ploceidae",9,"prec",-0.706955370971879,-0.881070831408916,0.166666666666667
"7641","Euplectes franciscanus","bird","Passeriformes","Ploceidae",9,"prec",-0.474817748411494,-0.516272176253708,0.166666666666667
"7642","Euplectes hordeaceus","bird","Passeriformes","Ploceidae",9,"prec",-0.558436223224865,-0.63055785605284,0.166666666666667
"7643","Euplectes macrourus","bird","Passeriformes","Ploceidae",8,"prec",-0.319886937499259,-0.331521152884881,0.2
"7644","Eurillas latirostris","bird","Passeriformes","Pycnonotidae",5,"prec",-0.133712052616954,-0.134517587071058,0.5
"7645","Eurillas virens","bird","Passeriformes","Pycnonotidae",6,"prec",0.212501736869245,0.215789945065492,0.333333333333333
"7646","Euryoryzomys nitidus","mammal","Rodentia","Cricetidae",11,"prec",0.74519056581809,0.962051543301102,0.125
"7647","Eurystomus orientalis","bird","Coraciiformes","Coraciidae",5,"prec",0.645194016984598,0.767021243171149,0.5
"7648","Euscarthmus meloryphus","bird","Passeriformes","Tyrannidae",6,"prec",0.829261529961804,1.18576732904035,0.333333333333333
"7649","Eutoxeres condamini","bird","Apodiformes","Trochilidae",12,"prec",0.300039667794474,0.309563195756137,0.111111111111111
"7650","Falcipennis canadensis","bird","Galliformes","Phasianidae",6,"prec",-0.199556543463471,-0.202270662801659,0.333333333333333
"7651","Falco columbarius","bird","Falconiformes","Falconidae",45,"prec",0.0722217673913753,0.0723477310283736,0.0238095238095238
"7652","Falco mexicanus","bird","Falconiformes","Falconidae",17,"prec",-0.0166287028872193,-0.01663023582994,0.0714285714285714
"7653","Falco peregrinus","bird","Falconiformes","Falconidae",16,"prec",0.155882352941177,0.15716369805482,0.0769230769230769
"7654","Falco sparverius","bird","Falconiformes","Falconidae",181,"prec",0.177022432112781,0.178907111004317,0.00561797752808989
"7655","Ficedula hyperythra","bird","Passeriformes","Muscicapidae",14,"prec",0.341003550221823,0.355227691760138,0.0909090909090909
"7656","Ficedula hypoleuca","bird","Passeriformes","Muscicapidae",6,"prec",0.226933392916837,0.230953973435489,0.333333333333333
"7657","Ficedula parva","bird","Passeriformes","Muscicapidae",6,"prec",-0.0665503494558648,-0.0666488607377091,0.333333333333333
"7658","Ficedula strophiata","bird","Passeriformes","Muscicapidae",8,"prec",-0.114538361191098,-0.115043218771505,0.2
"7659","Ficedula tricolor","bird","Passeriformes","Muscicapidae",6,"prec",0.200180779376057,0.202920872998906,0.333333333333333
"7660","Florisuga mellivora","bird","Apodiformes","Trochilidae",8,"prec",-0.316792787054945,-0.328078076134194,0.2
"7661","Fluvicola pica","bird","Passeriformes","Tyrannidae",5,"prec",-0.906862304293607,-1.50956770022411,0.5
"7662","Formicarius colma","bird","Passeriformes","Formicariidae",8,"prec",-0.601209603847561,-0.695039334536756,0.2
"7663","Formicivora grisea","bird","Passeriformes","Thamnophilidae",8,"prec",-0.217824224721629,-0.221370815659681,0.2
"7664","Formicivora rufa","bird","Passeriformes","Thamnophilidae",5,"prec",-0.236690114589427,-0.241264868866217,0.5
"7665","Foulehaio carunculatus","bird","Passeriformes","Meliphagidae",10,"prec",-0.132539576895379,-0.133323957116834,0.142857142857143
"7666","Francolinus sephaena","bird","Galliformes","Phasianidae",6,"prec",0.0944412065015985,0.0947234968821888,0.333333333333333
"7667","Fringilla coelebs","bird","Passeriformes","Fringillidae",33,"prec",-0.108967101492916,-0.109401485986615,0.0333333333333333
"7668","Fulica americana","bird","Gruiformes","Rallidae",35,"prec",-0.0674288873439135,-0.0675313589906216,0.03125
"7669","Fulmarus glacialis","bird","Procellariiformes","Procellariidae",23,"prec",0.249793725218813,0.255192797548421,0.05
"7670","Furnarius leucopus","bird","Passeriformes","Furnariidae",6,"prec",-0.790604059482397,-1.07304069665708,0.333333333333333
"7671","Furnarius rufus","bird","Passeriformes","Furnariidae",13,"prec",-0.0522819239982834,-0.0523296380720536,0.1
"7672","Galbula albirostris","bird","Piciformes","Galbulidae",5,"prec",0.575465563693488,0.655656489536635,0.5
"7673","Galbula cyanescens","bird","Piciformes","Galbulidae",5,"prec",-0.273112990608057,-0.280224654423887,0.5
"7674","Galbula galbula","bird","Piciformes","Galbulidae",5,"prec",-0.535856528604533,-0.598324896731429,0.5
"7675","Galerida cristata","bird","Passeriformes","Alaudidae",17,"prec",0.295187831318277,0.304239833596247,0.0714285714285714
"7676","Gallicolumba beccarii","bird","Columbiformes","Columbidae",6,"prec",0.737416552751059,0.944792811648146,0.333333333333333
"7677","Gallinago delicata","bird","Charadriiformes","Scolopacidae",21,"prec",0.117318753989171,0.117861489436719,0.0555555555555556
"7678","Gallinago gallinago","bird","Charadriiformes","Scolopacidae",21,"prec",0.170717237240254,0.172405338650009,0.0555555555555556
"7679","Gallinago paraguaiae","bird","Charadriiformes","Scolopacidae",7,"prec",-0.141697212051029,-0.142657139905284,0.25
"7680","Gallinula chloropus","bird","Gruiformes","Rallidae",20,"prec",-0.0324815209154079,-0.0324929513529814,0.0588235294117647
"7681","Gallinula galeata","bird","Gruiformes","Rallidae",5,"prec",-0.7,-0.867300527694053,0.5
"7682","Gambelia wislizenii","reptile","Squamata","Crotaphytidae",8,"prec",-0.605857363581218,-0.70235010535219,0.2
"7683","Garrulus glandarius","bird","Passeriformes","Corvidae",9,"prec",0.393526518489783,0.415965936626862,0.166666666666667
"7684","Gavia immer","bird","Gaviiformes","Gaviidae",18,"prec",0.302714255040082,0.312504982254636,0.0666666666666667
"7685","Gavia pacifica","bird","Gaviiformes","Gaviidae",9,"prec",0.37640555468644,0.395865239942572,0.166666666666667
"7686","Gavia stellata","bird","Gaviiformes","Gaviidae",8,"prec",0.123711958417215,0.124348940688953,0.2
"7687","Geococcyx californianus","bird","Cuculiformes","Cuculidae",17,"prec",0.0788995388016321,0.0790638731941597,0.0714285714285714
